"transect","year","count","elevation","edge","P_forest","P_farmland","P_Orchard","edge_length"
"A35-04",2017,0,-0.741554035947017,1.24480214884895,-1.76185279208282,1.61845385751861,-0.436431299968631,1.34897400455101
"A34-34",2017,0,-0.790905948057425,-1.52033808046408,NA,-1.05744865255029,NA,-1.6187279954574
"A27-12",2017,0,-0.728313279039346,1.14707543511253,-1.42650166179682,1.14204289578095,NA,0.424904489892642
"A09-19",2017,0,-0.668729872954829,0.794450473010482,-1.80073524918876,1.16746032788806,NA,-0.245840216938933
"B11-01",2017,0,1.06340187160316,-0.275479028323626,0.668804721305057,NA,NA,0.193623856557423
"A33-23",2017,0,-0.36539616925183,1.48245976705856,-1.60102093372212,1.1429208063168,-0.537163872662202,1.89628590499279
"A36-14",2017,0,-0.628405749645105,0.367705771041359,-0.427367348997346,0.592733816886116,NA,0.846378652482379
"A29-04",2017,0,-0.55136861854593,1.83413063203593,-0.705460755457211,0.278621896556622,NA,2.46611439785446
"A29-07",2017,0,-0.548359355612369,0.971933675221722,-1.91124141240267,0.73413208137031,-0.553149220997194,1.2869703392899
"A41-02",2017,0,-0.724702163519072,0.736034499131719,-0.275636019461669,-0.368871998070884,-0.37361866709743,-0.372864724222615
"A33-09",2017,0,-0.712665111784826,0.956711914268523,-1.90475066254192,1.47375322287253,-0.540320577631683,1.48494308523572
"B16-01",2017,0,1.82474539379422,-0.462332496577153,0.807439896387653,NA,NA,-0.00882690574398665
"A09-08",2017,0,-0.801739294618246,1.73952782358218,-1.52871892574897,0.865741431170474,-0.55955682936531,0.863504263324037
"A37-03",2018,0,-0.678961366928938,1.73543952830869,-0.587058227584395,-0.0112902790595836,-0.448703587025343,0.489525813254025
"A40-02",2018,0,-0.778267043736467,0.203708639602069,-0.241174322901179,0.354355882295855,-0.215624091121591,0.4231751769986
"C37-02",2018,0,3.00858943185731,-1.80269543714204,1.14108585933195,NA,NA,-1.83638446489052
"A36-02",2018,0,-0.674146546235239,1.44747452718481,-0.347815391303699,0.305481485041152,NA,1.48324440361102
"A27-07",2018,0,-0.747572561814139,1.52900260697529,-1.13397235720054,1.23188820265499,0.563773583683457,0.20345797719174
"B29-01",2018,0,1.59122659014985,-1.46153540582717,0.893897513233223,-0.717617408126139,NA,-1.45446441219202
"A34-08",2018,0,-0.741554035947017,-0.835281908679292,-1.17529843144937,-1.07312971817284,NA,-0.712824938524107
"A33-09",2018,0,-0.712665111784826,0.956711914268523,-1.90475066254192,1.47375322287253,-0.540320577631683,1.48494308523572
"A28-06",2018,0,-0.00729388015801337,0.404158880952502,-0.616843644518394,0.970757439924913,NA,0.593906747987037
"B38-02",2018,0,0.730577391151264,-0.439075876838714,0.440920341290568,NA,NA,-1.04409894042203
"B30-04",2018,0,1.84159726622217,-0.611107493275931,0.890224577015848,NA,NA,-0.170020657054022
"A04-03",2018,0,-0.214933022573756,0.33387195331602,0.676341279418513,-0.898850794092889,NA,0.816250792505786
"A36-15",2018,0,-0.68738730314291,0.409853629079887,0.351152650238889,-0.518351207583252,-0.436503285907539,0.710687689806017
"A35-03",2018,0,-0.768035549762358,0.875263668032157,-1.67524759166516,1.83653208518102,-0.266889903352958,1.3424033982449
"A36-09",2018,0,-0.773452223042768,1.59810252821703,-1.83186601731066,1.71181972634771,-0.501578190927846,2.03398548708418
"A32-03",2018,0,-0.316646109728134,1.69875680122297,-1.15538633863799,1.52601039076931,0.0062510011041671,2.32934509757485
"A34-35",2018,0,-0.787294832537151,0.438291348906302,-1.9419646334138,1.66098831417326,0.500598335291971,0.805221579562019
"A27-03",2018,0,-0.804146704965095,0.0483553654247944,-1.37093168000016,0.663633826475182,NA,-0.0555069667315121
"A09-22",2018,0,-0.479146308140455,2.09695310204094,-0.816627947944076,0.634886747080398,0.245538434241827,0.601984826100774
"B14-03",2018,0,1.27525398212589,-1.14887385452607,0.85940740016696,-1.09260622850898,NA,-1.06243495394641
"A19-03",2018,0,-0.642248359139487,-0.101783986275094,0.0343582768646461,-0.786923877285244,NA,0.381817814096394
"A28-03",2018,0,-0.422572164989499,1.2477190618677,0.239194860586866,-0.44729026166471,NA,1.83749146641583
"A27-32",2018,0,-0.790905948057425,0.257010069125913,NA,2.44499721373577,0.641965926484209,0.687319917413832
"B37-02",2018,0,2.195486587209,-0.436702231452154,0.931435353400107,-1.10410178855592,NA,-0.447738176113705
"B06-02",2019,0,0.491040061639769,-0.193635270186753,0.933592835544093,NA,NA,-0.492831411978667
"A37-03",2019,0,-0.678961366928938,1.73543952830869,-0.587058227584395,-0.0112902790595836,-0.448703587025343,0.489525813254025
"B30-02",2019,0,0.406780699500047,0.420035192935678,0.552081712707433,-1.06893587746048,NA,0.931851291301926
"A04-05",2019,0,0.115484047531295,-1.47733755507249,1.04959157578059,-1.01827967820788,NA,-1.59640048741384
"A27-08",2019,0,-0.747572561814139,1.36347355076514,0.304098150385568,-0.358894151589325,NA,1.40961602521993
"A28-06",2019,0,-0.00729388015801337,0.404158880952502,-0.616843644518394,0.970757439924913,NA,0.593906747987037
"A40-09",2019,0,-0.804146704965095,0.294374998417809,-1.9095620799538,-0.446448194405583,-0.376976634623159,0.154489803947544
"A09-17",2019,0,-0.63502612809894,0.754080610695409,-1.29927036378423,-0.285277492439141,-0.579527575640169,0.871004312133213
"A10-02",2019,0,0.00233576122938339,0.331590997381902,0.597156045673479,-1.01772321842685,NA,0.835321522343634
"B29-02",2019,0,1.26803175108535,0.376482347693716,-0.285523873808123,0.309937323401735,NA,0.806729434236419
"A04-09",2019,0,-0.801739294618246,-1.59256231024985,-1.93386941226008,NA,NA,-1.24666291336407
"A35-12",2019,0,-0.789702242884,0.334775257057865,NA,2.28763042705403,-0.317117034114775,0.783426343451357
"A34-33",2019,0,-0.792711505817562,-1.46563056052686,-1.9126094863089,-1.01662139120319,NA,-1.36515709683124
"B30-04",2019,0,1.84159726622217,-0.611107493275931,0.890224577015848,NA,NA,-0.170020657054022
"B36-02",2019,0,1.08928153283179,0.20954530999966,0.839249196787388,NA,NA,-0.200450148370232
"C37-05",2019,0,2.30863487351091,-0.0170592119411576,0.759164609538255,NA,NA,-0.0864044610255347
"B32-02",2019,0,1.08928153283179,-0.243842590246179,0.723801281768147,-1.09408961852013,NA,-0.0432771509955276
"B32-04",2019,0,1.72724527474683,-0.579584351119071,0.89274598575724,NA,NA,-0.354315731543753
"A09-08",2019,0,-0.801739294618246,1.73952782358218,-1.52871892574897,0.865741431170474,-0.55955682936531,0.863504263324037
"C30-01",2019,0,3.01039498961745,-1.34064406831016,-1.67864693537802,NA,NA,-1.35380710537034
"A34-01",2019,0,-0.790905948057425,0.516813760414682,NA,2.07502558087675,0.642678789689279,-0.0103652867592308
"B14-03",2019,0,1.27525398212589,-1.14887385452607,0.85940740016696,-1.09260622850898,NA,-1.06243495394641
"A39-07",2019,0,-0.677757661755513,0.822402662655439,-1.88597603257517,1.18966614371718,-0.467098078756009,0.175794450653516
"A05-06",2019,0,-0.369007284772104,-0.157488777612906,0.875216023405893,-1.07508819650394,NA,-0.203123467009933
"A17-01",2019,0,-0.782480011843453,0.85339445040635,-1.51953047759827,1.14728290569243,-0.44136487388517,0.267119770988775
"A24-02",2019,0,-0.583266805641682,0.350344926632998,-0.404507440447239,0.340426201053584,NA,0.855490238284384
"A35-08",2020,0,-0.569424196147299,0.745697591461358,-0.464289772269106,0.00318036472891514,NA,0.968678201341766
"B32-02",2020,0,1.08928153283179,-0.243842590246179,0.723801281768147,-1.09408961852013,NA,-0.0432771509955276
"A01-03",2020,0,-0.61155387721716,0.879301087001616,0.218968672409869,-0.653156020690165,-0.551077253410747,1.0014511305642
"A09-17",2020,0,-0.63502612809894,0.754080610695409,-1.29927036378423,-0.285277492439141,-0.579527575640169,0.871004312133213
"A33-23",2020,0,-0.36539616925183,1.48245976705856,-1.60102093372212,1.1429208063168,-0.537163872662202,1.89628590499279
"A09-22",2020,0,-0.479146308140455,2.09695310204094,-0.816627947944076,0.634886747080398,0.245538434241827,0.601984826100774
"A16-05",2020,0,0.369465839123885,-0.403568664649734,0.738168270370458,-0.927289215319745,NA,-0.262227002527211
"A09-01",2020,0,-0.310627583861011,-1.77058829418456,1.22173935828793,NA,NA,-1.77636033788823
"A36-03",2020,0,-0.694609534183457,2.20309128651129,-1.34283896832588,1.44960422685581,-0.560737705834861,1.8843288957369
"A37-08",2020,0,-0.492988917634838,1.05493215383661,-1.67140292062699,2.25338268593673,NA,0.0602256340455442
"A03-09",2020,0,-0.788498537710576,-0.216013748903702,-1.00182611302584,-0.367419314269823,NA,-0.865728506718923
"B38-07",2020,0,1.15789272771699,-0.563953054793165,1.03986273734849,NA,NA,-0.129670364688866
"B32-03",2020,0,1.34446702959781,-0.242030049159912,0.889348238689104,NA,NA,-0.553976650016823
"A33-11",2020,0,-0.622387223777982,0.222708291567464,-1.25419251904041,0.934432690717041,-0.48246446986754,0.620555824187245
"A27-07",2020,0,-0.747572561814139,1.52900260697529,-1.13397235720054,1.23188820265499,0.563773583683457,0.20345797719174
"A02-02",2020,0,-0.196275592385675,-0.0675120171366199,1.00457321771876,NA,NA,0.407737830794944
"A34-37",2020,0,-0.799933736858109,1.90722848169176,NA,1.21861605419968,-0.453302834427305,0.505347086627179
"A24-02",2020,0,-0.583266805641682,0.350344926632998,-0.404507440447239,0.340426201053584,NA,0.855490238284384
"A34-03",2020,0,-0.786091127363727,0.370763282146353,NA,2.43719866569736,NA,0.488588495325508
"A35-07",2020,0,-0.778868896323179,-0.0608707878593239,-1.91374814281404,2.64839693331331,-0.0723281848488246,-0.44341102086812
"A09-23",2020,0,-0.682572482449211,1.34332879682473,-1.16994640956778,0.781856038271396,-0.146174567673258,0.585243802665859
"A27-30",2020,0,-0.786091127363727,-0.133347425357719,NA,2.58998481288315,NA,0.612528629535234
"A28-14",2020,0,-0.165581110463348,1.55997474828243,-1.13466226910494,1.28374369485534,-0.575904005744115,1.85253802359748
"A33-04",2020,0,-0.697016944530306,0.17364401345522,-1.53853600841673,1.1887223139308,-0.534849259801304,0.577841527018486
"A01-02",2020,0,-0.337710950263065,0.130161439780977,0.616032915027888,-0.763812749484761,NA,0.605797608499721
"A32-07",2020,0,-0.0145161111985609,1.60180557481537,-0.621051203517467,0.822972505113514,NA,0.831053937527983
"C14-02",2020,0,3.00558016892375,-1.78646725717917,1.22173935828793,NA,NA,-1.78693057732672
"A33-14",2020,0,-0.730118836799483,0.897520130971108,-1.5411824674549,1.70929299727919,NA,0.802558944155768
"B38-04",2020,0,2.08715312160078,-0.61923801288407,0.475350949768739,NA,NA,-1.02848060238173
"A18-04",2020,0,-0.651878000526884,0.749672077192601,-1.2667723905978,0.779260196098309,0.174081948563548,1.26165930659354
"A32-06",2020,0,0.316502811493203,0.773032728921011,-0.0998801754498645,0.205512103945354,NA,0.240319931683951
"A10-04",2020,0,-0.357572085624571,0.40405230010445,0.107251382477604,0.0748413060755418,NA,0.9156187276378
"A05-06",2020,0,-0.369007284772104,-0.157488777612906,0.875216023405893,-1.07508819650394,NA,-0.203123467009933
"A03-03",2021,0,-0.801739294618246,-0.25482831902187,-1.90992799045755,-0.646281826891587,NA,-0.660115818886425
"A33-14",2021,0,-0.730118836799483,0.897520130971108,-1.5411824674549,1.70929299727919,NA,0.802558944155768
"A20-01",2021,0,-0.614563140150722,1.19131338233288,-0.902295077103985,0.257572136608755,NA,1.46955054410507
"A34-28",2021,0,-0.724702163519072,0.865882128648003,-0.655475866609738,0.0673640267621051,NA,1.25978402294875
"A21-02",2021,0,-0.606739056523462,1.25720880872763,-1.42703837156541,1.50201775527831,NA,1.27215606769958
"A19-03",2021,0,-0.642248359139487,-0.101783986275094,0.0343582768646461,-0.786923877285244,NA,0.381817814096394
"A09-10",2021,0,-0.804146704965095,-1.71582486054401,NA,NA,NA,-1.74593471017481
"A35-03",2021,0,-0.768035549762358,0.875263668032157,-1.67524759166516,1.83653208518102,-0.266889903352958,1.3424033982449
"A41-01",2021,0,-0.784887422190302,0.585778088752215,-0.818481667730625,-1.10136857882004,1.94164502779891,-0.498347480607922
"A10-03",2021,0,-0.190257066518552,-0.443875483248041,0.314431551700398,-0.381173748698255,NA,-0.913885514896995
"A36-05",2021,0,-0.747572561814139,-0.0226817350789499,-0.192616401230271,-0.316504243028915,NA,-0.245788052140992
"B13-02",2021,0,1.8969677041997,-0.265745858326194,0.987962827429619,NA,NA,-0.296958400746188
"A10-02",2021,0,0.00233576122938339,0.331590997381902,0.597156045673479,-1.01772321842685,NA,0.835321522343634
"A29-01",2021,0,-0.286553480392519,0.260514277297686,-0.72223962391848,-0.487701521704774,NA,-0.214669797826689
"A02-03",2021,0,-0.514053758169768,0.746478372782706,0.407858592408689,-0.938510404336409,NA,1.27930785570046
"A29-03",2021,0,-0.221553401027591,0.79176283630482,-0.251338659205892,0.27168058830217,NA,0.974403142193813
"A09-12",2021,0,-0.804146704965095,-1.68578231416852,NA,NA,NA,-1.53172101097828
"B38-04",2021,0,2.08715312160078,-0.61923801288407,0.475350949768739,NA,NA,-1.02848060238173
"A40-11",2021,0,-0.80535041013852,-0.73836194000282,NA,0.394262515129977,-0.443402765655279,-0.56749104662458
"B36-02",2021,0,1.08928153283179,0.20954530999966,0.839249196787388,NA,NA,-0.200450148370232
"A29-10",2021,0,-0.766831844588933,0.280580405923939,-1.8729719772334,0.0416760502544478,NA,-0.53289887498656
"A33-11",2021,0,-0.622387223777982,0.222708291567464,-1.25419251904041,0.934432690717041,-0.48246446986754,0.620555824187245
"A26-06",2021,0,-0.694609534183457,0.999465346567419,-0.327256867423615,-0.857432967139061,0.684528187533133,-0.00830543385429176
"A20-04",2021,0,0.102243290623625,-1.60973552177211,1.11877818144743,NA,NA,-1.25200756109168
"A16-01",2021,0,-0.728915131626058,-0.111693015064356,0.240578769377323,-0.9042851389802,NA,-0.697938994228519
"A35-05",2021,0,-0.637433538445789,1.48118648707592,-1.34210376142202,1.76009607702716,NA,2.05156228394155
"A37-09",2021,0,-0.664516904847842,1.43204916324021,-1.80897650575974,1.41784621927072,-0.522854401599202,0.573388898547356
"A27-19",2021,0,-0.802341147204959,1.34161165445632,-1.88628242489396,1.47119481960301,0.284731879265293,1.31466637755472
"A26-04",2021,0,-0.579053837534696,-0.8163699971384,-1.15661784094905,-1.09882000154226,NA,-1.20740931647901
"B30-02",2021,0,0.406780699500047,0.420035192935678,0.552081712707433,-1.06893587746048,NA,0.931851291301926
"A01-02",2022,0,-0.337710950263065,0.130161439780977,0.616032915027888,-0.763812749484761,NA,0.605797608499721
"A34-25",2022,0,-0.789702242884,0.229285558199454,-1.28801330252829,-0.0523946031036572,NA,-0.024954974133992
"A33-17",2022,0,0.0998358802767756,0.336131998625165,0.659105177672586,-0.795756109568011,NA,0.224736517056424
"A09-20",2022,0,-0.654285410873733,0.980434440029613,-1.59382998137231,0.502188318737404,-0.305010266534717,0.623460757633875
"A24-02",2022,0,-0.583266805641682,0.350344926632998,-0.404507440447239,0.340426201053584,NA,0.855490238284384
"A33-08",2022,0,-0.58266495305497,-0.173304099902754,0.81039681779152,-0.869919855959401,NA,0.0402422444812087
"A39-03",2022,0,-0.752387382507838,0.777843917947222,-1.91812632333302,1.45186376249524,3.43514772667067,-0.14903820534394
"A04-03",2022,0,-0.214933022573756,0.33387195331602,0.676341279418513,-0.898850794092889,NA,0.816250792505786
"A28-14",2022,0,-0.165581110463348,1.55997474828243,-1.13466226910494,1.28374369485534,-0.575904005744115,1.85253802359748
"A09-13",2022,0,-0.751183677334413,1.63634354270978,-1.91216464449053,1.75495116619297,-0.389327152193001,1.59436750488884
"A01-01",2022,0,-0.341923918370051,0.715532798828586,0.513539519766896,-0.675616944642997,NA,1.23465539173075
"A19-04",2022,0,-0.622387223777982,0.38008053677697,-1.10314613395176,0.813895122950964,3.3011155625804,-0.060362958865331
"A04-10",2022,0,-0.761415171308522,0.717957194278327,-0.220623688677721,-0.723138750799906,NA,-0.254826435057202
"A34-21",2022,0,-0.800535589444822,0.213396042785119,-1.10544577736238,-0.666872062934566,NA,0.2188897499363
"A04-01",2022,0,-0.516461168516617,0.205898563048115,0.853500050218622,-0.979314062938498,-0.457726065965739,0.681535624018862
"A27-30",2022,0,-0.786091127363727,-0.133347425357719,NA,2.58998481288315,NA,0.612528629535234
"A17-09",2022,0,-0.511646347822919,0.109517117856532,-0.168420916158194,0.56642330525495,NA,-0.262911128248078
"A34-03",2022,0,-0.786091127363727,0.370763282146353,NA,2.43719866569736,NA,0.488588495325508
"A34-33",2022,0,-0.792711505817562,-1.46563056052686,-1.9126094863089,-1.01662139120319,NA,-1.36515709683124
"B10-02",2022,0,1.23793912174973,-1.78275161704382,1.22173935828793,NA,NA,-1.26804923410945
"B28-01",2022,0,0.88946647404331,-1.91217479976094,1.22173935828793,NA,NA,-1.73320449070655
"A19-01",2022,0,-0.407525850321691,-1.71448102588647,1.17103367083755,NA,NA,-1.73988589828463
"A09-03",2022,0,-0.427386985683197,-1.37174853440155,1.11225091510574,-1.01707378083713,NA,-1.51814809653566
"A17-02",2022,0,-0.400905471867856,0.0957769817442511,0.248036551943287,NA,NA,0.593900518723902
"B32-04",2022,0,1.72724527474683,-0.579584351119071,0.89274598575724,NA,NA,-0.354315731543753
"A37-03",2022,0,-0.678961366928938,1.73543952830869,-0.587058227584395,-0.0112902790595836,-0.448703587025343,0.489525813254025
"A29-03",2022,0,-0.221553401027591,0.79176283630482,-0.251338659205892,0.27168058830217,NA,0.974403142193813
"A34-24",2022,0,-0.799933736858109,0.285271153498753,-1.60917284310965,0.0479213693872459,-0.283485682709301,-0.130365190673064
"A29-02",2022,0,-0.487572244354427,1.63220841187481,-0.256109911950045,-0.277936862693945,NA,0.79805732197704
"B38-07",2022,0,1.15789272771699,-0.563953054793165,1.03986273734849,NA,NA,-0.129670364688866
"A10-03",2022,0,-0.190257066518552,-0.443875483248041,0.314431551700398,-0.381173748698255,NA,-0.913885514896995
"A10-04",2022,0,-0.357572085624571,0.40405230010445,0.107251382477604,0.0748413060755418,NA,0.9156187276378
"A36-03",2022,0,-0.694609534183457,2.20309128651129,-1.34283896832588,1.44960422685581,-0.560737705834861,1.8843288957369
"A25-01",2022,0,-0.610952024630448,0.395754185397119,0.178587191442568,-0.150751614512487,NA,0.276415759726491
"A05-05",2022,0,-0.298590532126765,-0.653633104793756,0.713479381889601,NA,NA,-0.633170811329667
"A03-10",2015,1,-0.780674454083316,0.479720362774145,-0.16854108917975,-0.527659380242453,-0.582340492254425,-0.479738097968685
"A16-04",2015,1,0.0769654819817083,0.211681052856382,0.339602952752191,-0.584919235905046,NA,0.37860524382272
"A16-05",2015,1,0.369465839123885,-0.403568664649734,0.738168270370458,-0.927289215319745,NA,-0.262227002527211
"A17-09",2015,1,-0.511646347822919,0.109517117856532,-0.168420916158194,0.56642330525495,NA,-0.262911128248078
"A18-01",2015,1,-0.201090413079373,0.0160195915863571,0.662805700404712,-0.610543129645298,NA,0.509454856976908
"A19-01",2015,1,-0.407525850321691,-1.71448102588647,1.17103367083755,NA,NA,-1.73988589828463
"A20-02",2015,1,-0.636229833272364,2.17143824356601,-0.283226777955797,0.0487480902323646,-0.539980336772683,1.75688818710356
"A20-04",2015,1,0.102243290623625,-1.60973552177211,1.11877818144743,NA,NA,-1.25200756109168
"A20-05",2015,1,0.406178846913335,-1.77058829418454,1.22173935828793,NA,NA,-1.42628726110237
"A26-01",2015,1,-0.740350330773592,0.585115325185068,-0.120599694465829,-0.170519807337449,NA,0.097797476017739
"A26-04",2015,1,-0.579053837534696,-0.8163699971384,-1.15661784094905,-1.09882000154226,NA,-1.20740931647901
"A28-10",2015,1,-0.600720530656339,-0.269570491925594,1.04274787005846,-1.0715527718366,NA,-0.613709347478871
"A29-05",2015,1,-0.381646189093063,0.516682413102041,-0.0754622175572821,0.0738735911644204,NA,0.305494585180551
"A32-02",2015,1,0.155206318254307,-0.391864324766356,0.860274159425301,-0.94754251992635,NA,0.0675234838655595
"A33-07",2015,1,-0.446044415871278,0.154239466114636,-0.648396385308207,-0.231125280914165,NA,0.613186849943088
"A33-08",2015,1,-0.58266495305497,-0.173304099902754,0.81039681779152,-0.869919855959401,NA,0.0402422444812087
"A34-04",2015,1,-0.468312961579633,-0.112135326331726,0.52546428944152,-0.513449538845526,NA,-0.250340543231148
"B06-01",2015,1,0.647521734184967,-1.75562293809635,1.21806934535552,NA,NA,-1.49921242159796
"B14-02",2015,1,1.55270802460026,-1.60268936703713,0.971529030655701,-0.782390258511763,NA,-1.35008291119311
"B21-01",2015,1,1.85724543347668,-1.74594570887644,1.19585684163097,NA,NA,-1.5004906718297
"B33-01",2015,1,0.36826213395046,0.99968265297877,-0.0131813893401459,-0.855966828704611,NA,-0.0166567053519148
"B38-07",2015,1,1.15789272771699,-0.563953054793165,1.03986273734849,NA,NA,-0.129670364688866
"C14-02",2015,1,3.00558016892375,-1.78646725717917,1.22173935828793,NA,NA,-1.78693057732672
"C37-01",2015,1,2.64567232206979,-1.75327659864318,1.2121836574388,NA,NA,-1.40755293882833
"A03-09",2016,1,-0.788498537710576,-0.216013748903702,-1.00182611302584,-0.367419314269823,NA,-0.865728506718923
"A16-01",2016,1,-0.728915131626058,-0.111693015064356,0.240578769377323,-0.9042851389802,NA,-0.697938994228519
"A18-01",2016,1,-0.201090413079373,0.0160195915863571,0.662805700404712,-0.610543129645298,NA,0.509454856976908
"A19-01",2016,1,-0.407525850321691,-1.71448102588647,1.17103367083755,NA,NA,-1.73988589828463
"A19-03",2016,1,-0.642248359139487,-0.101783986275094,0.0343582768646461,-0.786923877285244,NA,0.381817814096394
"A19-04",2016,1,-0.622387223777982,0.38008053677697,-1.10314613395176,0.813895122950964,3.3011155625804,-0.060362958865331
"A20-03",2016,1,-0.151738500968965,-1.72884844915589,1.20657268397839,NA,NA,-1.56514459009283
"A20-04",2016,1,0.102243290623625,-1.60973552177211,1.11877818144743,NA,NA,-1.25200756109168
"A20-05",2016,1,0.406178846913335,-1.77058829418454,1.22173935828793,NA,NA,-1.42628726110237
