"transect","year","count","elevation","edge","P_forest","P_farmland","P_Orchard","Shannon","edge_length"
"A36-16",2016,0,-0.680946180885577,-0.0974690308140774,0.776387803984546,-0.778838394808815,NA,0.500038032041049,0.398869154199404
"A09-24",2016,0,-0.70737287800113,-1.66078754719438,NA,NA,NA,0.0408568741635462,-1.40765616346801
"B32-05",2016,0,0.102296140007286,0.622869670798957,-0.961820600613079,1.19956150042772,NA,0.997349140756557,0.144635291836095
"A09-12",2016,0,-0.800709723132655,-1.67985007151603,NA,NA,NA,0,-1.51738974705207
"B29-01",2016,0,1.43712547941838,-1.45128902637285,0.887882853789664,-0.757553652822057,NA,0.362849203562608,-1.43754623179424
"A30-03",2016,0,-0.375633488678237,1.33032569911268,-1.4046909901216,0.465010079418935,NA,1.49558708357454,0.645621047667546
"B28-04",2016,0,0.201255686652759,0.836867524099212,-0.0132328295913198,-0.117459027551171,NA,1.03591743322764,0.956934988898895
"A36-02",2016,0,-0.679259370431393,1.51368540979199,-0.354971698502875,0.246762909708704,NA,1.02965353908646,1.59853097510668
"A12-01",2016,0,-0.355391763228027,0.860713327426282,-0.0739239500653771,0.00331719864609784,-0.539802760631628,1.02221898231817,1.45614284755707
"A01-01",2016,0,-0.3688862468615,0.767662342386541,0.507175154003958,-0.716324245389602,NA,0.739900225624221,1.34161802689489
"B17-01",2016,0,0.661192670493651,-0.445012055871134,1.00118606543495,NA,NA,0.294960542755474,-0.663999906671662
"A33-17",2016,0,0.043820044262234,0.3809625030708,0.65287464695802,-0.834257862509718,NA,0.663861437292436,0.297882289804973
"A03-06",2016,0,-0.741671357236208,0.381011412543779,-1.9246778711121,2.37160823542241,NA,0.433936283363353,-0.366967399748285
"A34-28",2016,0,-0.726490063148551,0.920904142749706,-0.662915041040012,0.0130168771653271,NA,1.09670071316266,1.36758808358369
"A40-01",2016,0,-0.775407566319892,0.550656892327012,-1.92772048918946,1.92767804957494,-0.445705676646216,0.77683734108775,0.932794848804604
"A19-04",2016,0,-0.630904137411446,0.425756537854998,-1.11099690252275,0.74584295033763,3.1920513900942,1.40426251064849,0.00323633446415261
"A05-04",2016,0,-0.328965066112474,0.255543135786447,0.330925328922586,-1.13160183003747,NA,0.613426397943639,-0.537219453843981
"A32-05",2017,0,-0.319968743690158,1.52408787174293,-0.307262572856648,-0.0178774012150293,NA,1.15649845190478,1.25909649846452
"A09-13",2017,0,-0.751229949809919,1.70618795041939,-1.92075923569834,1.66962282812806,-0.37573895605393,0.894211249220773,1.71337500360087
"A17-01",2017,0,-0.780467997682445,0.9081762223898,-1.52776407560566,1.0731103085459,-0.426047196944824,0.998815294379118,0.341684735617877
"A35-07",2017,0,-0.777094376774077,-0.0236779554077819,-1.92234418991177,2.54666647232956,-0.0692754927675418,0.371418715364187,-0.392637989069282
"A30-03",2017,0,-0.375633488678237,1.33032569911268,-1.4046909901216,0.465010079418935,NA,1.49558708357454,0.645621047667546
"A33-15",2017,0,-0.718618281029024,0.816026482499215,-1.71555205992333,1.90590777665626,NA,0.834698319495125,1.23101254720001
"A29-15",2017,0,-0.0810039293473968,0.914743777404846,-0.441662052650884,0.509383519402682,NA,0.985497776316789,0.951521383105498
"A41-02",2017,0,-0.726490063148551,0.788558461236765,-0.282725963963345,-0.415210606842626,-0.360552544610058,1.23014449414399,-0.319729468618067
"A03-01",2017,0,-0.800147452981261,0.568480039090857,-1.34330627589213,-0.256668451184473,NA,1.60230246432794,0.552703452272143
"C30-02",2017,0,2.65106673627961,-0.215574530487435,-0.632645916794493,NA,NA,0.871332509468446,0.242638870107948
"A37-09",2017,0,-0.670263048009077,1.49796328755196,-1.81747622438745,1.33870654646055,-0.504828409054263,0.96922725500923,0.658209202697795
"A39-07",2017,0,-0.682632991339761,0.876588204291369,-1.89454654561651,1.11471546343974,-0.450925155230452,1.11529170365561,0.247301411446584
"A05-04",2017,0,-0.328965066112474,0.255543135786447,0.330925328922586,-1.13160183003747,NA,0.613426397943639,-0.537219453843981
"A09-16",2017,0,-0.697814285427419,1.01954869454225,-1.78952876675143,1.39165174575499,-0.423808654802675,0.918488340827655,1.53673765431421
"A16-01",2018,0,-0.730425954208314,-0.0754779175673677,0.233963439782958,-0.940794486175312,NA,0.922872400415007,-0.6556887632921
"B14-01",2018,0,1.26788216384857,0.600041800657831,-0.671873125244886,0.629218307786105,NA,1.13000389351082,1.18028610278295
"A33-15",2018,0,-0.718618281029024,0.816026482499215,-1.71555205992333,1.90590777665626,NA,0.834698319495125,1.23101254720001
"A35-12",2018,0,-0.787215239499182,0.379579660056799,NA,2.19252301673371,-0.305928751131259,0.502674956231317,0.875279695061903
"A01-01",2018,0,-0.3688862468615,0.767662342386541,0.507175154003958,-0.716324245389602,NA,0.739900225624221,1.34161802689489
"C37-01",2018,0,2.42222278466196,-1.74864283354259,1.20646163461104,NA,NA,0.0205343073564838,-1.38906394033789
"A09-03",2018,0,-0.448728608359552,-1.35977480517369,1.10643701275367,-1.05151252314981,NA,0.175073807972193,-1.50336234721286
"B38-03",2018,0,1.70307926102809,-0.653424108681729,0.556531831346879,NA,NA,0.511536217658216,-1.03665389231057
"A32-01",2018,0,-0.082690739801581,0.0402362549657363,0.865463025098172,-1.06042492281282,NA,0.47142360619431,-0.582450705286112
"B30-04",2018,0,1.67102986239859,-0.584500298049499,0.884206540624708,NA,NA,0.384823403893649,-0.110093222311847
"A28-01",2018,0,-0.597730198479157,2.04536623629589,-1.47840058515623,0.454926717815287,-0.522529148967551,1.33368761764944,0.474728129166303
"B13-02",2018,0,1.72275871632691,-0.232494480799563,0.98203465291703,NA,NA,0.263519675017037,-0.241281442276345
"A34-28",2018,0,-0.726490063148551,0.920904142749706,-0.662915041040012,0.0130168771653271,NA,1.09670071316266,1.36758808358369
"A34-03",2018,0,-0.783841618590813,0.416260034772792,NA,2.33934544054948,NA,0.42729561459086,0.570569280737905
"A40-10",2018,0,-0.800709723132655,0.510351391268897,NA,1.74141090558736,-0.191164642793377,0.654727930167338,0.305036651328301
"A22-07",2018,0,-0.554435396821762,0.773726964963342,-1.35372622960669,1.58038304473785,-0.552325237033236,0.921789396758192,0.273536401205797
"A21-02",2018,0,-0.616285113475183,1.31975929599561,-1.43518693107083,1.4213328382791,NA,1.06324035357183,1.38037440293184
"A40-02",2018,0,-0.776532106622682,0.245991539307872,-0.248232582849695,0.294740057347529,-0.207808939986737,0.981400400479866,0.502965615006388
"A22-01",2018,0,-0.0534526919290549,-1.31063591009479,0.741186062046822,-0.5635638980356,NA,0.450989819331335,-1.46986858005708
"A37-03",2018,0,-0.683757531642551,1.80719037763458,-0.594434497905553,-0.0641934712952542,-0.433142006949555,1.26352548349469,0.571537984505645
"A29-11",2018,0,-0.765848973746182,0.26770221651791,-1.93213538103227,1.06205630778243,NA,0.725600587508001,0.0778240851067308
"A19-04",2018,0,-0.630904137411446,0.425756537854998,-1.11099690252275,0.74584295033763,3.1920513900942,1.40426251064849,0.00323633446415261
"C30-02",2018,0,2.65106673627961,-0.215574530487435,-0.632645916794493,NA,NA,0.871332509468446,0.242638870107948
"A40-12",2018,0,-0.80127199328405,0.58344806359441,NA,0.745252725406411,-0.357980940279942,1.27926091260614,0.829296292845035
"B06-02",2019,0,0.409295642668811,-0.158996605118925,0.927614672520487,NA,NA,0.367690885068151,-0.443713208709743
"A09-17",2019,0,-0.642711810590735,0.806951749912518,-1.3073014516432,-0.33315075211771,-0.559618042400827,1.16477505254332,0.965790188515618
"A29-11",2019,0,-0.765848973746182,0.26770221651791,-1.93213538103227,1.06205630778243,NA,0.725600587508001,0.0778240851067308
"A34-02",2019,0,-0.797336102224287,0.463398301887345,-1.85465100543113,2.14096681152023,-0.251007799247144,0.666920805043673,0.927111170345344
"A19-06",2019,0,-0.651145862861656,1.67872856772932,-0.905548493109879,0.384201768490471,NA,1.25787835857789,1.38402513606077
"A27-10",2019,0,-0.743358167690393,2.62035674423465,0.0267081702951475,-0.210471909767446,NA,0.974118195426443,0.806233437002731
"C14-04",2019,0,1.91055694689275,-0.22630761743227,0.307356830299634,-0.636007464507985,NA,0.795752528041761,0.0237898656879804
"A35-04",2019,0,-0.742233627387603,1.30711395265696,-1.77030918452638,1.53563137455691,-0.421277591032511,0.967000558043667,1.45976456777772
"A35-12",2019,0,-0.787215239499182,0.379579660056799,NA,2.19252301673371,-0.305928751131259,0.502674956231317,0.875279695061903
"A03-01",2019,0,-0.800147452981261,0.568480039090857,-1.34330627589213,-0.256668451184473,NA,1.60230246432794,0.552703452272143
"A09-14",2019,0,-0.619096464232157,1.46919518150342,-0.948881882675114,0.88913393522092,-0.532640621893218,1.05300845637403,1.97134649201726
"A33-12",2019,0,-0.730988224359708,1.11448045804956,-1.87327872963258,0.864200172412447,-0.209483550188598,0.882260178260237,1.06141352719165
"A29-05",2019,0,-0.405996076853553,0.564986406629158,-0.0823681195392724,0.0194069371954643,NA,0.974005570963387,0.38134452016152
"A09-18",2019,0,-0.516763296678315,0.754579522899363,0.203569448462558,-0.619876665642836,NA,0.871031555030927,0.42431778266699
"A32-01",2019,0,-0.082690739801581,0.0402362549657363,0.865463025098172,-1.06042492281282,NA,0.47142360619431,-0.582450705286112
"A04-05",2019,0,0.058439068198497,-1.46739518263486,1.04372006357858,-1.05269628232524,NA,0.247766720771545,-1.58423499839351
"A34-23",2019,0,-0.793962481315919,0.49035425435614,-1.5368511203186,0.655340204937473,NA,1.14277513574429,0.0988324297903697
"A40-10",2019,0,-0.800709723132655,0.510351391268897,NA,1.74141090558736,-0.191164642793377,0.654727930167338,0.305036651328301
"A40-02",2019,0,-0.776532106622682,0.245991539307872,-0.248232582849695,0.294740057347529,-0.207808939986737,0.981400400479866,0.502965615006388
"A29-15",2019,0,-0.0810039293473968,0.914743777404846,-0.441662052650884,0.509383519402682,NA,0.985497776316789,0.951521383105498
"A04-09",2019,0,-0.798460642527076,-1.58483667007609,-1.94248395912697,NA,NA,0.0202027035796484,-1.22278655556032
"B13-01",2019,0,1.88131889902022,-0.484836862565888,0.899442539102821,NA,NA,0.393292654806876,0.139167399818257
"A29-01",2019,0,-0.317157392933185,0.303890022804337,-0.729740181856495,-0.531858625426341,NA,1.28874561797776,-0.15623742757766
"B13-02",2019,0,1.72275871632691,-0.232494480799563,0.98203465291703,NA,NA,0.263519675017037,-0.241281442276345
"B11-01",2019,0,0.944014556645202,-0.242414900767106,0.662583108483006,NA,NA,0.578784845198032,0.265727830221053
"A27-21",2019,0,-0.792275670861734,1.17253737503282,-1.82256426466492,0.749459194799679,-0.499959750151535,0.852104503362455,1.56924924936956
"A34-22",2020,0,-0.782717078288024,-1.66705626314232,-1.94089143425796,NA,NA,0.0230873454418471,-1.64294096003017
"A29-10",2020,0,-0.765848973746182,0.324342190304512,-1.88153053416915,-0.0121995124103411,NA,1.10072784385167,-0.485122319960736
"A20-05",2020,0,0.330015551322153,-1.76628757725567,1.21602612110167,NA,NA,0,-1.40842557636423
"A19-04",2020,0,-0.630904137411446,0.425756537854998,-1.11099690252275,0.74584295033763,3.1920513900942,1.40426251064849,0.00323633446415261
"B32-04",2020,0,1.56419853363359,-0.552370703171868,0.886730267583637,NA,NA,0.402054354780103,-0.30055936789865
"A21-02",2020,0,-0.616285113475183,1.31975929599561,-1.43518693107083,1.4213328382791,NA,1.06324035357183,1.38037440293184
"A27-18",2020,0,-0.798460642527076,1.48822140635265,NA,0.678074352944893,-0.427787640144361,0.752379453786036,0.105496604604102
"A40-02",2020,0,-0.776532106622682,0.245991539307872,-0.248232582849695,0.294740057347529,-0.207808939986737,0.981400400479866,0.502965615006388
"A34-01",2020,0,-0.788339779801971,0.5651202808452,NA,1.98382122874807,0.621968127130312,0.648478939427122,0.0549081651993379
"A37-08",2020,0,-0.510016054861578,1.11359117536501,-1.67977615222688,2.1589040050594,NA,0.621827684616067,0.127862804037816
"A36-01",2020,0,-0.452102229267921,-0.158159315096271,0.396902108778752,-0.936054258153828,NA,0.925715514397053,0.0911719001857123
"A20-02",2020,0,-0.643836350893525,2.25157698156762,-0.290323701504213,-0.00525730288579202,-0.521385161428741,1.1346787488301,1.88133764723246
"A16-01",2020,0,-0.730425954208314,-0.0754779175673677,0.233963439782958,-0.940794486175312,NA,0.922872400415007,-0.6556887632921
"A27-30",2020,0,-0.783841618590813,-0.0975489226270065,NA,2.48932669765838,NA,0.36813825807882,0.698659517071124
"A09-05",2020,0,-0.476279845777894,-1.0769084274934,1.11777359144455,NA,NA,0.146505421991228,-1.31697522126914
"A29-05",2020,0,-0.405996076853553,0.564986406629158,-0.0823681195392724,0.0194069371954643,NA,0.974005570963387,0.38134452016152
"C37-05",2020,0,2.10735149988091,0.0209764822176544,0.75302607482808,NA,NA,0.415979227198348,-0.0236771604052981
"A09-23",2020,0,-0.687131152550919,1.40753608914198,-1.17785859522195,0.714392047979207,-0.140667580953675,1.29653632965615,0.670461065098373
"A12-06",2020,0,0.0314501009315498,-0.781437426183794,1.03114371557319,NA,NA,0.222434577328028,-1.13498789303914
"A22-01",2020,0,-0.0534526919290549,-1.31063591009479,0.741186062046822,-0.5635638980356,NA,0.450989819331335,-1.46986858005708
"A40-03",2020,0,-0.746169518447366,0.118034077918813,-0.338023390359711,-0.703984952723084,NA,1.14610277941891,0.645251187464426
"A05-06",2020,0,-0.394188403674263,-0.122154714267246,0.869184187946159,-1.10846189423098,NA,0.462075982750571,-0.144304470973005
"A27-03",2020,0,-0.800709723132655,0.0876495270366375,-1.37902865424923,0.598340192035558,NA,1.37049065967323,0.00825492819102876
"A27-32",2020,0,-0.788339779801971,0.300318399507214,NA,2.34700082069989,0.621278956031411,0.474023011472034,0.775955171147344
"A27-05",2020,0,-0.717493740726235,1.45457562210243,-0.396974212108953,0.132697789243227,-0.554044062688254,1.07230548923422,0.743586466321903
"A09-19",2020,0,-0.67419893906884,0.848098261100863,-1.80922739069294,1.09291730807994,NA,0.927729767374104,-0.188451579806482
"A34-27",2020,0,-0.754603570718287,-0.870148976064938,-1.8475522155093,-0.251555478264992,NA,0.834138610874253,-0.879567069288779
"A32-05",2020,0,-0.319968743690158,1.52408787174293,-0.307262572856648,-0.0178774012150293,NA,1.15649845190478,1.25909649846452
"B37-03",2020,0,1.83746182721143,-0.502636573468643,1.00476264094384,NA,NA,0.257157950776582,-0.720167886868544
"B10-01",2020,0,0.964256282095412,-0.859169824077925,1.12449122677155,NA,NA,0.13087829698785,-0.477425314354542
"B38-07",2021,0,1.03229097041417,-0.536438686754708,1.03398228031992,NA,NA,0.228858794795266,-0.0683918112384861
"A37-01",2021,0,-0.34864452141129,-0.023045975635244,-0.385420334583587,-0.873757604930279,NA,1.28750410633911,-0.339162776713539
"A28-03",2021,0,-0.444230447148394,1.31008698222107,0.232578258607912,-0.492189246403431,NA,0.851749326533138,1.96463990571533
"A27-33",2021,0,-0.786090699196392,0.657576279423347,-1.92603615811864,1.67948748013367,0.580887505670418,0.885691626396401,1.12912674602317
"A33-06",2021,0,-0.668013967403498,-0.0751067256239635,-1.74374669581365,1.83867755076171,-0.554236845277426,0.741434612442667,-0.699935839131561
"A35-07",2021,0,-0.777094376774077,-0.0236779554077819,-1.92234418991177,2.54666647232956,-0.0692754927675418,0.371418715364187,-0.392637989069282
"C37-04",2021,0,2.12759322533112,-0.0522347614465488,0.927179666603667,NA,NA,0.368136106002016,0.195905425212883
"A34-28",2021,0,-0.726490063148551,0.920904142749706,-0.662915041040012,0.0130168771653271,NA,1.09670071316266,1.36758808358369
"A33-04",2021,0,-0.700625636184393,0.215348519857621,-1.54678708036799,1.11378896073995,-0.516424616502642,1.09704879338536,0.662810926238016
"A33-01",2021,0,-0.551061775913394,2.36581768306597,-0.514464560400652,0.654692985635488,NA,1.05813772015816,1.49304853140706
"B36-02",2021,0,0.968192173155175,0.251940497516915,0.83318429293742,NA,NA,0.368616314280783,-0.14154163697628
"C37-03",2021,0,3.20377829510064,-1.72660257020111,-0.459060023925077,NA,NA,0.705878093547178,-1.71082408281499
"A35-03",2021,0,-0.766973514048971,0.930466167316975,-1.68362435810796,1.74970606218625,-0.257370925933386,0.850749999472897,1.45297394648327
"A09-26",2021,0,-0.776532106622682,1.57688455547529,-0.744116115093182,-0.0444437428700882,NA,1.10227301706021,0.307248031744733
"B17-01",2021,0,0.661192670493651,-0.445012055871134,1.00118606543495,NA,NA,0.294960542755474,-0.663999906671662
"A04-09",2021,0,-0.798460642527076,-1.58483667007609,-1.94248395912697,NA,NA,0.0202027035796484,-1.22278655556032
"C30-02",2021,0,2.65106673627961,-0.215574530487435,-0.632645916794493,NA,NA,0.871332509468446,0.242638870107948
"A36-02",2021,0,-0.679259370431393,1.51368540979199,-0.354971698502875,0.246762909708704,NA,1.02965353908646,1.59853097510668
"A33-11",2021,0,-0.630904137411446,0.265356712913553,-1.262182161715,0.864167656309969,-0.465780842230656,1.06486492316665,0.706955500181235
"A19-02",2021,0,-0.618534194080762,0.578529264038061,-1.67834740630676,0.832991393883126,NA,1.36835768183154,1.12916354749933
"A34-22",2021,0,-0.782717078288024,-1.66705626314232,-1.94089143425796,NA,NA,0.0230873454418471,-1.64294096003017
"A36-05",2021,0,-0.747856328901551,0.015245791104806,-0.199630016364281,-0.363804233438796,NA,1.04492346730191,-0.188397668284286
"A27-19",2021,0,-0.799022912678471,1.40578591181607,-1.89485321963657,1.39107575852732,0.275917631255683,1.04712747314714,1.42430815910101
"A40-11",2021,0,-0.801834263435445,-0.714202908257799,NA,0.33391407324942,-0.428017359103089,0.691804189322868,-0.520872801180124
"A34-34",2021,0,-0.788339779801971,-1.51122296647323,NA,-1.09114618187272,NA,0.0649871919862784,-1.6073101370503
"A05-01",2021,0,-0.385754351403342,-1.67146554342635,1.19698098163041,-1.11670149952609,NA,0.0381073269702475,-1.70771686062219
"A27-05",2021,0,-0.717493740726235,1.45457562210243,-0.396974212108953,0.132697789243227,-0.554044062688254,1.07230548923422,0.743586466321903
"A03-06",2021,0,-0.741671357236208,0.381011412543779,-1.9246778711121,2.37160823542241,NA,0.433936283363353,-0.366967399748285
"A40-06",2021,0,-0.795087021618708,0.879393947536535,NA,1.5590313703671,-0.114955532507699,0.995413307266264,1.03172820930049
"C14-02",2022,0,2.75846033519601,-1.78247202503551,1.21602612110167,NA,NA,0,-1.78114493722117
"A20-02",2022,0,-0.643836350893525,2.25157698156762,-0.290323701504213,-0.00525730288579202,-0.521385161428741,1.1346787488301,1.88133764723246
"B13-01",2022,0,1.88131889902022,-0.484836862565888,0.899442539102821,NA,NA,0.393292654806876,0.139167399818257
"B30-02",2022,0,0.330577821473548,0.466479855012485,0.545752783161599,-1.10242252115123,NA,0.68492803150459,1.02867461244802
"A17-02",2022,0,-0.423988721698184,0.135983456224437,0.241428079135783,NA,NA,0.922097157909601,0.679407648969809
"C37-01",2022,0,2.42222278466196,-1.74864283354259,1.20646163461104,NA,NA,0.0205343073564838,-1.38906394033789
"A01-02",2022,0,-0.364950355801737,0.171029413930988,0.609762783088434,-0.802900927409167,NA,0.656509751131613,0.691703109603113
"A05-04",2022,0,-0.328965066112474,0.255543135786447,0.330925328922586,-1.13160183003747,NA,0.613426397943639,-0.537219453843981
"A34-25",2022,0,-0.787215239499182,0.272060515194316,-1.29603404049183,-0.104543190862729,NA,1.21864647023962,0.0398299460592922
"B36-02",2022,0,0.968192173155175,0.251940497516915,0.83318429293742,NA,NA,0.368616314280783,-0.14154163697628
"B16-02",2022,0,1.86782441538675,-0.194958556454341,0.455930762629457,-1.1320625463807,NA,0.56177661014044,-0.860109995504197
"B28-04",2022,0,0.201255686652759,0.836867524099212,-0.0132328295913198,-0.117459027551171,NA,1.03591743322764,0.956934988898895
"A40-02",2022,0,-0.776532106622682,0.245991539307872,-0.248232582849695,0.294740057347529,-0.207808939986737,0.981400400479866,0.502965615006388
"A27-31",2022,0,-0.768660324503156,0.725410654980952,-1.92233593156184,1.9807932498459,1.08089865722172,0.762686387140728,1.21114610595127
"A32-03",2022,0,-0.345270900502921,1.76980193601268,-1.16328513756465,1.44488501037439,0.00669210318753505,0.954069621394103,2.4729631236804
"A28-10",2022,0,-0.610662411961236,-0.236392693975541,1.0368700656602,-1.10499137386125,NA,0.252847493684028,-0.568638709431668
"A40-10",2022,0,-0.800709723132655,0.510351391268897,NA,1.74141090558736,-0.191164642793377,0.654727930167338,0.305036651328301
"A28-08",2022,0,-0.706810607849735,0.619874623936995,-0.61157467690506,-0.469700000969926,NA,1.36939314907894,-0.197332821579428
"A39-07",2022,0,-0.682632991339761,0.876588204291369,-1.89454654561651,1.11471546343974,-0.450925155230452,1.11529170365561,0.247301411446584
"A24-01",2022,0,-0.684319801793946,0.952430267788733,-0.575231444414502,0.272215061686386,NA,1.24011669091785,1.52136334587799
"B13-03",2022,0,1.46411444668533,-0.580049900270951,0.977808253926804,NA,NA,0.307700941969451,-0.550944649583652
"A09-27",2022,0,-0.664078076343735,1.50691686001301,-0.487345820138283,-0.512155279631888,NA,1.13628124837408,-0.494803755445915
"A16-05",2022,0,0.295717072087074,-0.372968768230644,0.732010431340097,-0.963376247359711,NA,0.530258247658074,-0.205387072511311
"B38-07",2022,0,1.03229097041417,-0.536438686754708,1.03398228031992,NA,NA,0.228858794795266,-0.0683918112384861
"A29-13",2022,0,-0.327840525809685,1.54001384233987,-1.01130457643535,1.11772631360245,NA,1.04227484344409,2.19983429647395
"A36-14",2022,0,-0.636526838925393,0.413143702249578,-0.434596797349863,0.528741784306418,NA,1.0507624578843,0.940339945261894
"A28-02",2022,0,-0.231130059769791,-1.17951234336024,0.654005628496373,-0.444569632451645,NA,0.489620349476627,-1.42427017753145
"A10-01",2022,0,-0.51732556682971,1.38726451738018,0.565270006145859,-0.933495611656382,-0.418634128033291,0.698819533801383,2.02731143393169
"B33-02",2022,0,0.210252009075075,1.01942605863552,-0.0247788162307619,0.164574806131872,NA,0.851367465498925,1.2270603985621
"A16-02",2022,0,-0.575239392423367,0.0704265552710035,0.0807040069448298,NA,NA,0.896878146860833,-0.559512826546323
"A34-08",2022,0,-0.742233627387603,-0.812987455611372,-1.18321553782535,-1.10653937018329,NA,1.01306497442967,-0.67107315943644
"A29-07",2022,0,-0.561744908789894,1.0289959443412,-1.91983515477832,0.667544220593835,-0.534116375984022,0.756980027632816,1.39568472642962
"A09-13",2022,0,-0.751229949809919,1.70618795041939,-1.92075923569834,1.66962282812806,-0.37573895605393,0.894211249220773,1.71337500360087
"A30-03",2022,0,-0.375633488678237,1.33032569911268,-1.4046909901216,0.465010079418935,NA,1.49558708357454,0.645621047667546
"A03-10",2015,1,-0.778781187228261,0.527313268051395,-0.175532569143973,-0.571082926616246,-0.562337471346489,0.975918403527477,-0.430181468594909
"A16-04",2015,1,0.0224537785092341,0.254117328506916,0.333078667340656,-0.627291590113119,NA,0.889490486589715,0.456903269582479
"A16-05",2015,1,0.295717072087074,-0.372968768230644,0.732010431340097,-0.963376247359711,NA,0.530258247658074,-0.205387072511311
"A17-09",2015,1,-0.527446429554815,0.149987929657141,-0.175412285633705,0.502914288278116,NA,0.802297422560482,-0.206094105998294
"A18-01",2015,1,-0.237315031435133,0.0546916667981522,0.656578572001144,-0.652445073370436,NA,0.608260611760785,0.592134346907831
"A19-01",2015,1,-0.430173693363526,-1.70910089862011,1.16527381415168,NA,NA,0.082119788385105,-1.73252497973004
"A20-02",2015,1,-0.643836350893525,2.25157698156762,-0.290323701504213,-0.00525730288579202,-0.521385161428741,1.1346787488301,1.88133764723246
"A20-04",2015,1,0.0460691248678129,-1.60234026556833,1.11297028035293,NA,NA,0.143434151747522,-1.22831016738237
"A20-05",2015,1,0.330015551322153,-1.76628757725567,1.21602612110167,NA,NA,0,-1.40842557636423
