"年","樣區名稱","樣區編號","樣點代號","TWD97_X","TWD97_Y"
2024,"46林班","MA-F24-08","2","207551","2537684"
2024,"46林班","MA-F24-08","3","207545","2537932"
2024,"月光山","MA-F24-10","2","203128","2536007"
2024,"大津瀑布(慈津保宮)","MA-F25-01","4","213258","2528899"
2024,"觀望山","MA-F25-02","4","219004","2518362"
2024,"觀望山","MA-F25-02","2","219264","2518365"
2024,"觀望山","MA-F25-02","3","219050","2518155"
2024,"沙溪林道","MA-F25-03","4","216975","2524183"
2024,"沙溪林道","MA-F25-03","2","216716","2524381"
2024,"沙溪林道","MA-F25-03","5","216761","2524825"
2024,"三地門園區","MA-F25-04","3","216087","2511617"
2024,"枋山溪管制站","MA-F25-08","1","221266","2464484"
2024,"枋山溪管制站","MA-F25-08","6","222033","2463461"
2024,"枋山溪管制站","MA-F25-08","7","223081","2463930"
2024,"枋山溪管制站","MA-F25-08","5","221934","2463714"
2024,"丹路","MA-F25-10","1","224069","2455630"
2024,"丹路","MA-F25-10","10","224440","2455785"
2024,"丹路","MA-F25-10","4","223978","2454988"
2024,"竹坑","MA-F25-11","5","220683","2451266"
2024,"竹坑","MA-F25-11","3","220264","2451197"
2024,"竹坑","MA-F25-11","4","220471","2451197"
2024,"往舊日本宿舍","MA-F25-13","1","215967","2500115"
2024,"墾丁苗圃","MA-F26-01","6","230083","2428768"
2024,"墾丁苗圃","MA-F26-01","5","230038","2428568"
2024,"59林班-九棚段","MA-F26-03","4","236795","2446762"
2024,"恆春事業區第13林班","MA-F26-05","2","227279","2449996"
2024,"恆春事業區第13林班","MA-F26-05","4","226947","2450151"
2024,"恆春事業區第13林班","MA-F26-05","5","227027","2450378"
2024,"恆春事業區第13林班","MA-F26-05","6","227213","2450483"
2024,"恆春事業區第13林班","MA-F26-05","1","227277","2449661"
2024,"恆春事業區第13林班","MA-F26-05","3","227176","2450113"
2024,"阿眉溪","MA-G27-05","3","284682","2571575"
2024,"台23線","MA-G27-06","1","278904","2557004"
2024,"長良","MA-G27-08","4","274863","2572728"
2024,"木瓜山8林班","MA-G28-01","1","304541","2656454"
2024,"木瓜山8林班","MA-G28-01","2","304782","2656336"
2024,"木瓜山8林班","MA-G28-01","3","304985","2656305"
2024,"林田山144林班","MA-G28-04","3","309303","2643377"
2024,"林田山144林班","MA-G28-04","4","309201","2643171"
2024,"嶺頂路207","MA-G28-05","2","308202","2639766"
2024,"嶺頂路207","MA-G28-05","3","308132","2639544"
2024,"月眉208卡箱","MA-G28-06","1","307295","2640471"
2024,"月眉208卡箱","MA-G28-06","4","307294","2640021"
2024,"月眉208卡箱","MA-G28-06","2","307472","2640408"
2024,"三棧溪","MA-G29-02","2","310798","2667236"
2024,"克寶山","MA-G29-05","2","325045","2688713"
2024,"克寶山","MA-G29-05","4","324015","2689070"
2024,"縣道193線山興","MA-G30-09","4","300376","2622798"
2024,"新社產業道路梳子壩","MA-G30-11","6","304695","2616981"
2024,"新社產業道路梳子壩","MA-G30-11","2","304549","2617742"
2024,"大武1林班麻林道","MA-H31-01","5","243694","2499313"
2024,"大武1林班麻林道","MA-H31-01","6","243905","2499416"
2024,"大武11林班富山產業道路","MA-H31-02","6","246534","2494429"
2024,"大武21林班金崙溪流域","MA-H31-03","4","239568","2490689"
2024,"大武24林班大竹溪流域","MA-H31-04","5","236331","2482909"
2024,"大武44林班加拉板溪","MA-H31-09","4","236002","2473074"
2024,"大武44林班加拉板溪","MA-H31-09","5","236197","2473170"
2024,"保安林2520","MA-H31-10","2","235147","2468687"
2024,"安朔段","MA-H31-13","4","233225","2468618"
2024,"大武48林班","MA-H31-15","3","233440","2461341"
2024,"大武48林班","MA-H31-15","4","233253","2461210"
2024,"台東30林班","MA-H32-08","5","254394","2515670"
2024,"台東30林班","MA-H32-08","6","254179","2515129"
2024,"台東31林班知本林道","MA-H32-09","2","249535","2512164"
2024,"台東31林班知本林道","MA-H32-09","6","250499","2511105"
2024,"19號巡邏箱","MA-H32-11","4","248633","2505547"
2024,"龍泉","MA-H33-01","4","268388","2562954"
2024,"新武海棗保護區","MA-H33-05","1","262006","2558715"
2024,"武陵","MA-H33-07","1","260698","2541212"
2024,"永康廢棄林道","MA-H33-08","1","260935","2536440"
2024,"永康廢棄林道","MA-H33-08","2","260716","2536392"
2024,"鸞山松林","MA-H33-11","6","268426","2534141"
2024,"寶華","MA-H33-12","6","270031","2540129"
2024,"富興山棕寮","MA-H33-14","7","274143","2551927"
2024,"成功事業區13林班","MA-H34-01","1","279351","2540397"
2024,"成功事業區13林班","MA-H34-01","2","279577","2540399"
2024,"成功事業區28林班","MA-H34-03","4","275442","2549972"
2024,"成功事業區30林班","MA-H34-04","4","278510","2551117"
2024,"成功事業區30林班","MA-H34-04","2","279042","2550770"
2024,"成功事業區40林班","MA-H34-06","5","285752","2558469"
2024,"成功事業區41林班","MA-H34-07","3","286793","2560796"
2024,"成功事業區41林班","MA-H34-07","6","287602","2559967"
2024,"成功事業區47林班","MA-H34-08","2","288352","2570411"
2024,"成功事業區47林班","MA-H34-08","5","288724","2569212"
2024,"成功事業區47林班","MA-H34-08","4","289145","2569548"
2024,"成功事業區49林班","MA-H34-09","1","289112","2573000"
2024,"成功事業區49林班","MA-H34-09","2","289270","2572785"
2024,"成功事業區49林班","MA-H34-09","5","289861","2572432"
2024,"成功事業區52林班","MA-H34-10","6","294051","2580794"
2024,"成功事業區54林班","MA-H34-11","1","294424","2582756"
2024,"成功事業區54林班","MA-H34-11","3","294459","2582346"
2024,"成功事業區54林班","MA-H34-11","4","294682","2582284"
2024,"成功事業區61林班","MA-H34-12","6","297770","2591322"
2024,"羅山林道(下)","MB-B08-01","4","266483","2724063"
2024,"甲區38林班","MB-C10-09","2","282184","2693550"
2024,"220林道","MB-C11-02","1","249461","2683934"
2024,"橫嶺山","MB-C11-04","7","243707","2680817"
2024,"船形山苗圃","MB-C11-07","6","250891","2683511"
2024,"二分所","MB-D14-02","5","254450","2630655"
2024,"二分所","MB-D14-02","6","254588","2630508"
2024,"二分所","MB-D14-02","8","254937","2630340"
2024,"台大實驗林內，近123、 124林班","MB-D15-04","4","240473","2614926"
2024,"台大實驗林內，近123、 124林班","MB-D15-04","5","240599","2615073"
2024,"台18-4(98K)","MB-E20-04","1","235350","2597376"
2024,"塔山步道","MB-E20-09","5","230421","2603237"
2024,"芙蓉山","MB-E21-01","1","223896","2597446"
2024,"里佳","MB-E21-08","4","219149","2587889"
2024,"里佳","MB-E21-08","5","219193","2588111"
2024,"龍美","MB-E22-01","4","213473","2588947"
2024,"龍美","MB-E22-01","6","213652","2588496"
2024,"龍美","MB-E22-01","5","213516","2588726"
2024,"藤枝遊樂區","MB-F23-08","1","225098","2551998"
2024,"藤枝遊樂區","MB-F23-08","2","225115","2552245"
2024,"藤枝遊樂區","MB-F23-08","3","225323","2552134"
2024,"西林林道18k+800","MB-G30-01","4","290298","2634812"
2024,"台東6-8林班利家段","MB-H32-05","1","253032","2523106"
2024,"台東6-8林班利家段","MB-H32-05","6","253560","2522962"
2024,"霧鹿林道","MB-H33-04","7","253041","2560852"
2024,"紅石林道","MB-H33-06","1","263826","2551587"
2024,"紅石林道","MB-H33-06","2","263910","2551879"
2024,"鹿林前山","MC-E20-05","4","238020","2596710"
2024,"安通越嶺古道","MA-G27-09","5","288308","2576000"
2024,"安通越嶺古道","MA-G27-09","1","288657","2575170"
