"年","樣區名稱","樣區編號","樣點代號","TWD97_X","TWD97_Y"
2022,"三地門園區","MA-F25-04","3","216087","2511617"
2022,"來義林道","MA-F25-07","3","216331","2490542"
2022,"枋山溪管制站","MA-F25-08","6","222033","2463461"
2022,"枋山溪管制站","MA-F25-08","7","223081","2463930"
2022,"往潮39保留地","MA-F25-09","6","224713","2458434"
2022,"竹坑","MA-F25-11","6","220884","2451394"
2022,"竹坑","MA-F25-11","4","220471","2451197"
2022,"壽卡往內文","MA-F25-12","1","230850","2460515"
2022,"往舊日本宿舍","MA-F25-13","1","215967","2500115"
2022,"墾丁苗圃","MA-F26-01","5","230038","2428568"
2022,"墾丁苗圃","MA-F26-01","6","230083","2428768"
2022,"恆春事業區第13林班","MA-F26-05","2","227279","2449996"
2022,"恆春事業區第13林班","MA-F26-05","3","227176","2450113"
2022,"恆春事業區第13林班","MA-F26-05","4","226947","2450151"
2022,"恆春事業區第13林班","MA-F26-05","5","227027","2450378"
2022,"恆春事業區第13林班","MA-F26-05","6","227213","2450483"
2022,"恆春事業區第53、54林班","MA-F26-11","1","238670","2443090"
2022,"恆春事業區第53、54林班","MA-F26-11","5","239355","2444177"
2022,"樂合","MA-G27-04","7","286945","2579762"
2022,"阿眉溪","MA-G27-05","8","283768","2572043"
2022,"台23線","MA-G27-06","2","279048","2557324"
2022,"台23線","MA-G27-06","3","278881","2557509"
2022,"木瓜山8林班","MA-G28-01","2","304782","2656336"
2022,"林田山144林班","MA-G28-04","1","309508","2643731"
2022,"林田山144林班","MA-G28-04","3","309303","2643377"
2022,"嶺頂路207","MA-G28-05","3","308132","2639544"
2022,"嶺頂路207","MA-G28-05","4","307949","2639386"
2022,"嶺頂路207","MA-G28-05","6","307800","2639081"
2022,"月眉208卡箱","MA-G28-06","1","307295","2640471"
2022,"月眉208卡箱","MA-G28-06","2","307472","2640408"
2022,"月眉208卡箱","MA-G28-06","4","307294","2640021"
2022,"三棧溪","MA-G29-02","1","310960","2667098"
2022,"三棧溪","MA-G29-02","7","310984","2666598"
2022,"佳民村","MA-G29-03","2","309444","2660031"
2022,"克寶山","MA-G29-05","3","324993","2688369"
2022,"鳳林水源地61林班","MA-G30-02","1","293400","2626860"
2022,"鳳林水源地61林班","MA-G30-02","6","293615","2626931"
2022,"縣道193線山興","MA-G30-09","5","300034","2622033"
2022,"新社產業道路梳子壩","MA-G30-11","5","304696","2617330"
2022,"花46線18k+500","MA-G30-12","3","306383","2627904"
2022,"大武1林班麻林道","MA-H31-01","6","243905","2499416"
2022,"大武24林班大竹溪流域","MA-H31-04","6","236531","2482997"
2022,"大武36林班","MA-H31-06","1","233538","2478609"
2022,"大武36林班","MA-H31-06","2","233564","2479032"
2022,"大武44林班加拉板溪","MA-H31-09","2","235689","2472793"
2022,"保安林2520","MA-H31-10","5","235316","2469021"
2022,"大武48林班","MA-H31-15","5","233338","2460950"
2022,"大武48林班","MA-H31-15","6","233087","2460876"
2022,"台東4林班","MA-H32-02","5","256500","2526840"
2022,"台東4林班","MA-H32-02","6","256826","2526782"
2022,"台東30林班","MA-H32-08","4","254226","2515796"
2022,"月娘坡","MA-H32-10","1","251962","2509905"
2022,"月娘坡","MA-H32-10","2","251783","2510051"
2022,"月娘坡","MA-H32-10","3","251737","2509743"
2022,"龍泉","MA-H33-01","1","267876","2562435"
2022,"龍泉","MA-H33-01","5","268610","2562863"
2022,"新武海棗保護區","MA-H33-05","8","259430","2559876"
2022,"武陵","MA-H33-07","6","260022","2541021"
2022,"永康廢棄林道","MA-H33-08","4","260376","2536318"
2022,"永康廢棄林道","MA-H33-08","5","260115","2536313"
2022,"鸞山松林","MA-H33-11","2","267256","2533504"
2022,"鸞山松林","MA-H33-11","5","268320","2533697"
2022,"鸞山松林","MA-H33-11","6","268426","2534141"
2022,"寶華","MA-H33-12","3","269167","2541120"
2022,"寶華","MA-H33-12","6","270031","2540129"
2022,"電光日出","MA-H33-13","5","268744","2546855"
2022,"電光日出","MA-H33-13","9","269827","2546658"
2022,"富興山棕寮","MA-H33-14","7","274143","2551927"
2022,"成功事業區13林班","MA-H34-01","1","279351","2540397"
2022,"成功事業區13林班","MA-H34-01","2","279577","2540399"
2022,"成功事業區13林班","MA-H34-01","5","280069","2540663"
2022,"成功事業區37林班","MA-H34-02","1","282121","2545503"
2022,"成功事業區37林班","MA-H34-02","6","282794","2546009"
2022,"成功事業區28林班","MA-H34-03","2","275193","2549482"
2022,"成功事業區28林班","MA-H34-03","3","275294","2549753"
2022,"成功事業區32林班","MA-H34-05","4","278132","2555319"
2022,"成功事業區32林班","MA-H34-05","6","278505","2555591"
2022,"成功事業區32林班","MA-H34-05","2","277593","2555310"
2022,"成功事業區40林班","MA-H34-06","3","285360","2558187"
2022,"成功事業區41林班","MA-H34-07","1","286585","2560428"
2022,"成功事業區47林班","MA-H34-08","1","287832","2570545"
2022,"成功事業區49林班","MA-H34-09","1","289112","2573000"
2022,"成功事業區49林班","MA-H34-09","2","289270","2572785"
2022,"成功事業區49林班","MA-H34-09","5","289861","2572432"
2022,"成功事業區49林班","MA-H34-09","6","290105","2572355"
2022,"成功事業區52林班","MA-H34-10","1","292867","2580735"
2022,"成功事業區52林班","MA-H34-10","5","293793","2580626"
2022,"成功事業區54林班","MA-H34-11","3","294459","2582346"
2022,"成功事業區54林班","MA-H34-11","4","294682","2582284"
2022,"成功事業區61林班","MA-H34-12","3","296978","2591341"
2022,"大溪事業區44林班","MB-B07-08","2","293553","2726985"
2022,"大溪事業區44林班","MB-B07-08","5","293038","2727031"
2022,"大溪事業區44林班","MB-B07-08","6","292889","2727165"
2022,"86k","MB-C10-07","1","276235","2682956"
2022,"菜園林道","MB-C11-01","4","246628","2680177"
2022,"菜園林道","MB-C11-01","5","246865","2680095"
2022,"220林道","MB-C11-02","1","249461","2683934"
2022,"220林道","MB-C11-02","2","248972","2683774"
2022,"橫嶺山","MB-C11-04","6","243944","2680733"
2022,"二分所","MB-D14-02","1","253790","2630763"
2022,"二分所","MB-D14-02","7","254786","2630471"
2022,"三分所","MB-D14-03","8","256236","2628415"
2022,"巒大59林班","MB-D14-05","3","244116","2628426"
2022,"台大實驗林內，近123、 124林班","MB-D15-04","6","240803","2615130"
2022,"台大實驗林內，近123、 124林班","MB-D15-04","4","240473","2614926"
2022,"巒大89林班","MB-D15-06","4","241068","2622473"
2022,"長興林道7K","MB-D16-08","2","242791","2667451"
2022,"杉林溪(分站)","MB-D18-06","1","229364","2615454"
2022,"杉林溪(分站)","MB-D18-06","6","228153","2614951"
2022,"杉林溪(分站)","MB-D18-06","5","228396","2615056"
2022,"台18-3(88K以後)","MB-E20-03","2","229353","2600444"
2022,"台18-4(98K)","MB-E20-04","2","235473","2597073"
2022,"台18-4(98K)","MB-E20-04","6","236370","2597235"
2022,"科子林","MB-E21-03","3","221894","2600960"
2022,"龍美","MB-E22-01","3","213418","2589206"
2022,"龍美","MB-E22-01","5","213516","2588726"
2022,"藤枝遊樂區","MB-F23-08","3","225323","2552134"
2022,"藤枝遊樂區","MB-F23-08","6","225551","2552648"
2022,"霧台阿禮B","MB-F25-05","6","225833","2512751"
2022,"西林林道18k+800","MB-G30-01","3","290142","2634951"
2022,"大武39林班","MB-H31-14","1","225129","2478356"
2022,"大武39林班","MB-H31-14","2","225267","2478526"
2022,"紅石林道","MB-H33-06","1","263826","2551587"
2022,"紅石林道","MB-H33-06","4","263186","2552580"
2022,"紅石林道","MB-H33-06","9","262392","2551934"
2022,"鹿林前山","MC-E20-05","2","238433","2597107"
2022,"鹿林前山","MC-E20-05","5","237815","2596465"
