X,Y,NO,join_TypeName,join_FunctionTy,join_Function,join_Area_ha,distance
121.44858,25.02419,36,闊葉樹林型,,生產性人工林,0.160816,218.6228691
121.4475,25.02281,37,闊葉樹林型,,生產性人工林,0.160816,267.3860214
121.44678,25.02119,38,竹林,,經改造天然林,0.497674,219.5100647
121.44528,25.01967,39,竹林,,經改造天然林,0.497674,362.670369
121.44436,25.01789,40,竹林,,經改造天然林,0.359922,324.539161
121.44325,25.01528,41,闊葉樹林型,,經改造天然林,0.259351,352.9818141
121.445,25.02381,42,闊葉樹林型,,經改造天然林,0.173236,468.836627
121.44297,25.02233,43,竹林,,生產性人工林,0.146611,341.8730237
121.44117,25.02008,44,闊葉樹林型,,經改造天然林,0.14239,168.8591745
121.44097,25.01742,45,闊葉樹林型,,經改造天然林,0.481085,217.3332034
121.50358,24.92282,46,闊葉樹林型,2221,經改造天然林,46290.7,0
121.49955,24.91923,47,闊葉樹林型,2221,經改造天然林,46290.7,6.541826031
121.5019,24.9178,48,闊葉樹林型,2221,經改造天然林,46290.7,7.898431995
121.50413,24.91593,49,闊葉樹林型,2221,經改造天然林,7125.18,2.676535104
121.50212,24.91363,50,闊葉樹林型,2221,經改造天然林,213771,10.43943649
121.49849,24.91287,51,闊葉樹林型,2221,經改造天然林,96.7102,8.937353096
120.79703,23.67287,52,針葉樹林型,,生產性人工林,154.934,1.66993314
120.79839,23.67142,53,針葉樹林型,,生產性人工林,154.934,0
120.79889,23.66955,54,針葉樹林型,2211,生產性人工林,475.912,11.87302012
120.8,23.67166,55,針葉樹林型,2211,生產性人工林,2685.85,0
120.79998,23.6734,56,闊葉樹林型,2221,經改造天然林,213771,0
120.80139,23.67316,57,闊葉樹林型,2211,生產性人工林,815.534,0
120.80278,23.67301,58,闊葉樹林型,2211,生產性人工林,815.534,0
120.80247,23.67159,59,竹林,2211,生產性人工林,11640.4,0
120.80229,23.67028,60,闊葉樹林型,2211,生產性人工林,815.534,0
120.80167,23.66834,61,針葉樹林型,2211,生產性人工林,475.912,0
120.80078,23.65764,62,闊葉樹林型,2211,生產性人工林,845.389,0
120.80227,23.66299,63,針葉樹林型,2211,生產性人工林,2685.85,0
120.80528,23.66514,64,針葉樹林型,2211,生產性人工林,3661,0
120.8048,23.66272,65,闊葉樹林型,2211,生產性人工林,815.534,0
120.80423,23.66014,66,闊葉樹林型,2211,生產性人工林,815.534,0
120.80541,23.66172,67,闊葉樹林型,2211,生產性人工林,1736.27,0
120.80639,23.66293,68,闊葉樹林型,2211,生產性人工林,1736.27,0
120.80539,23.65976,69,闊葉樹林型,2211,生產性人工林,1736.27,0
120.80825,23.66333,70,針葉樹林型,2211,生產性人工林,2685.85,0
120.80754,23.66167,71,針葉樹林型,,生產性人工林,154.934,0
120.4,23.46667,72,竹林,,生產性人工林,0.482792,592.6009776
120.4,23.48333,73,闊葉樹林型,,生產性人工林,0.184808,559.6309303
120.38333,23.46667,74,闊葉樹林型,,生產性人工林,0.337562,928.7923956
121.09055,24.49781,75,針葉樹林型,2211,生產性人工林,56.7384,0
121.08761,24.49993,76,闊葉樹林型,2222,原生林,343.681,0
121.08679,24.50251,77,針闊葉樹混淆,1100,原生林,105.646,0.695871341
121.08616,24.50547,78,針葉樹林型,2212,保護性人工林,66.96,0
121.08298,24.50137,79,針闊葉樹混淆,2212,保護性人工林,104.663,0
121.0819,24.50074,80,針闊葉樹混淆,2212,保護性人工林,104.663,0.15638854
121.07993,24.5002,81,針葉樹林型,2212,保護性人工林,26.1258,0
121.07758,24.49997,82,針葉樹林型,2212,保護性人工林,48.5007,0
121.07527,24.50255,83,針葉樹林型,2212,保護性人工林,48.5007,0
121.07226,24.50531,84,針葉樹林型,2212,保護性人工林,37.0701,0
120.38319,22.66037,85,竹林,,經改造天然林,3231.53,0
120.38565,22.66153,86,竹林,,經改造天然林,3231.53,0
120.38673,22.66384,87,竹林,,經改造天然林,3231.53,0
120.3885,22.66519,88,竹林,,經改造天然林,3231.53,0
120.38898,22.66766,89,竹林,,經改造天然林,3231.53,0
120.38795,22.6694,90,竹林,,經改造天然林,3231.53,0
120.38741,22.67117,91,竹林,,經改造天然林,3231.53,0
121.59891,25.02642,92,竹林,,經改造天然林,0.652797,0.010873594
121.5984,25.0277,93,竹林,,經改造天然林,88.3729,0
121.59757,25.02911,94,竹林,,經改造天然林,88.3729,0.849613258
121.59609,25.03073,95,竹林,,經改造天然林,88.3729,0
121.59457,25.03251,96,闊葉樹林型,2221,經改造天然林,103298,0
121.59698,25.03354,97,竹林,,經改造天然林,88.3729,0
121.59886,25.03341,98,竹林,,經改造天然林,88.3729,0
121.60031,25.03359,99,竹林,,經改造天然林,88.3729,0
121.60178,25.03358,100,竹林,,經改造天然林,88.3729,0
121.60317,25.0328,101,竹林,,經改造天然林,88.3729,0
121.31262,24.94178,102,闊葉樹林型,,經改造天然林,439.166,19.41625193
121.31307,24.94353,103,闊葉樹林型,,經改造天然林,1069.06,16.55197857
121.31095,24.94272,104,闊葉樹林型,,經改造天然林,1069.06,20.78498645
121.31023,24.94801,105,闊葉樹林型,,經改造天然林,439.166,43.70949802
121.30904,24.94986,106,闊葉樹林型,,經改造天然林,439.166,43.9658186
121.30791,24.94806,107,竹林,,生產性人工林,0.280602,154.225738
121.30818,24.94625,108,竹林,,生產性人工林,0.280602,100.2409001
121.31044,24.9455,109,闊葉樹林型,,經改造天然林,439.166,8.335568233
120.67022,23.776,110,闊葉樹林型,2221,經改造天然林,103298,0
120.67278,23.77636,111,闊葉樹林型,2221,經改造天然林,103298,0
120.67286,23.77452,112,闊葉樹林型,2221,經改造天然林,103298,0
120.67242,23.77144,113,闊葉樹林型,2221,經改造天然林,103298,0
120.67471,23.77292,114,闊葉樹林型,2221,經改造天然林,213771,13.13134517
120.67589,23.7698,115,竹闊混淆林,2211,生產性人工林,3693.98,2.182806952
121.43201,24.59625,116,針葉樹林型,2212,保護性人工林,1208.35,0
121.42889,24.59652,117,針葉樹林型,2212,保護性人工林,1208.35,0
121.42752,24.59866,118,針葉樹林型,2212,保護性人工林,1208.35,0
121.4283,24.60073,119,針葉樹林型,2212,保護性人工林,1208.35,0
121.42999,24.60141,120,針葉樹林型,2212,保護性人工林,1208.35,0
121.42874,24.60372,121,針葉樹林型,2212,保護性人工林,1208.35,0
121.43103,24.60534,122,針葉樹林型,2212,保護性人工林,1208.35,0
121.43089,24.60881,123,針葉樹林型,2212,保護性人工林,1208.35,0
121.43261,24.61042,124,針葉樹林型,2212,保護性人工林,1208.35,0
121.43338,24.61166,125,針葉樹林型,2212,保護性人工林,1208.35,0
121.19125,25.08818,126,闊葉樹林型,2221,經改造天然林,213771,486.5461921
121.19232,25.09006,127,闊葉樹林型,2221,經改造天然林,213771,313.9769014
121.19383,25.09125,128,闊葉樹林型,,生產性人工林,0.226517,200.4168828
121.19541,25.09249,129,闊葉樹林型,,生產性人工林,0.226517,56.6342746
121.19539,25.09396,130,闊葉樹林型,2221,經改造天然林,213771,65.39030096
121.19324,25.09537,131,闊葉樹林型,2221,經改造天然林,213771,40.58784301
121.19074,25.09402,132,闊葉樹林型,2221,經改造天然林,213771,8.015969965
121.68171,24.99109,133,闊葉樹林型,2221,經改造天然林,213771,0
121.67894,24.98988,134,闊葉樹林型,2221,經改造天然林,213771,0
121.67697,24.99262,135,闊葉樹林型,2221,經改造天然林,213771,0
121.67372,24.992,136,闊葉樹林型,2221,經改造天然林,213771,0
121.67935,24.99334,137,闊葉樹林型,2221,經改造天然林,213771,0
121.68133,24.99403,138,闊葉樹林型,2221,經改造天然林,213771,0
121.68453,24.99371,139,闊葉樹林型,2221,經改造天然林,213771,0
121.68768,24.99513,140,闊葉樹林型,2221,經改造天然林,213771,0
121.06914,24.73261,141,闊葉樹林型,2221,經改造天然林,213771,5.992885638
121.06831,24.73589,142,竹林,,經改造天然林,4025.86,2.818536852
121.06666,24.73844,143,竹林,,經改造天然林,4025.86,0
121.06417,24.74017,144,竹林,,經改造天然林,4025.86,6.976974198
121.05789,24.739,145,針闊葉樹混淆,1100,原生林,1395.58,0
121.05467,24.73883,146,竹闊混淆林,2211,生產性人工林,2286.28,4.722982919
121.05406,24.73511,147,闊葉樹林型,2211,生產性人工林,1907.86,2.429359545
121.05258,24.73169,148,竹林,,經改造天然林,4025.86,9.321999299
121.04897,24.72892,149,闊葉樹林型,2221,經改造天然林,17009.5,0
121.04633,24.72744,150,闊葉樹林型,2221,經改造天然林,17009.5,0
121.53784,24.93597,151,闊葉樹林型,,經改造天然林,3766.74,0
121.53679,24.93389,152,闊葉樹林型,,經改造天然林,3766.74,0
121.53552,24.93534,153,闊葉樹林型,,經改造天然林,3766.74,5.495944217
121.5348,24.93699,154,闊葉樹林型,,經改造天然林,3766.74,0
121.533,24.93845,155,闊葉樹林型,,經改造天然林,3766.74,0
121.53123,24.9353,156,闊葉樹林型,,經改造天然林,3766.74,0.056499608
121.53263,24.93373,157,闊葉樹林型,,經改造天然林,3766.74,0
121.53335,24.93185,158,闊葉樹林型,,經改造天然林,3766.74,0
121.53401,24.93034,159,闊葉樹林型,,經改造天然林,3766.74,0
121.53406,24.92844,160,闊葉樹林型,,經改造天然林,3766.74,3.934202957
121.5377,24.94072,161,竹林,,生產性人工林,1597.87,1.531665427
121.5388,24.93916,162,竹林,,生產性人工林,1597.87,1.964113093
121.54079,24.93886,163,竹林,,生產性人工林,1597.87,0.5642431
121.54185,24.94049,164,竹林,,生產性人工林,1597.87,16.86795772
121.54243,24.94223,165,竹林,,生產性人工林,1597.87,0.23211817
121.54044,24.94242,166,竹林,,生產性人工林,1597.87,6.346492619
120.587,23.3025,167,闊葉樹林型,,經改造天然林,1325.36,142.1419202
120.58631,23.29999,168,闊葉樹林型,,經改造天然林,1325.36,0
120.58482,23.29879,169,闊葉樹林型,,經改造天然林,1325.36,95.96751425
120.58472,23.29695,170,闊葉樹林型,,經改造天然林,1325.36,9.190001721
120.58454,23.29512,171,闊葉樹林型,,經改造天然林,1325.36,58.44063113
120.58442,23.29325,172,竹林,,經改造天然林,2402.34,4.825429592
120.58315,23.29194,173,竹林,,經改造天然林,2402.34,71.90764103
120.58109,23.29157,174,闊葉樹林型,,經改造天然林,1325.36,236.8863236
121.43444,24.86065,175,闊葉樹林型,,經改造天然林,3766.74,0
121.43614,24.8616,176,闊葉樹林型,,經改造天然林,3766.74,0
121.43757,24.85976,177,闊葉樹林型,,經改造天然林,3766.74,0
121.43878,24.85824,178,闊葉樹林型,,經改造天然林,3766.74,0
121.441,24.85736,179,竹林,,生產性人工林,1597.87,0
121.44327,24.85689,180,闊葉樹林型,,經改造天然林,3766.74,0
121.44445,24.85483,181,闊葉樹林型,2221,經改造天然林,10998,0
121.44634,24.85408,182,闊葉樹林型,2221,經改造天然林,10998,0
121.44729,24.8523,183,闊葉樹林型,2221,經改造天然林,10998,0
121.44692,24.85029,184,闊葉樹林型,2221,經改造天然林,10998,0
120.7478,24.03368,185,闊葉樹林型,2221,經改造天然林,17009.5,54.929582
120.74201,24.03495,186,闊葉樹林型,,經改造天然林,2465.49,0
120.74231,24.03659,187,闊葉樹林型,2221,經改造天然林,103298,0
120.74496,24.03703,188,竹闊混淆林,2221,經改造天然林,32.5289,11.89638134
120.74876,24.03774,189,竹林,2211,生產性人工林,7529.14,9.675558142
120.75239,24.03728,190,竹闊混淆林,2211,生產性人工林,9119.5,0
120.75432,24.0384,191,竹闊混淆林,2211,生產性人工林,9119.5,0
120.75705,24.03793,192,竹闊混淆林,2211,生產性人工林,9119.5,0
120.75461,24.03449,193,竹闊混淆林,2211,生產性人工林,1032.32,21.59769823
120.75254,24.03409,194,竹闊混淆林,2211,生產性人工林,13227.2,118.8039174
120.66253,24.09362,195,闊葉樹林型,,生產性人工林,0.301878,163.9584759
120.65959,24.09295,196,闊葉樹林型,,生產性人工林,0.455987,117.2090625
120.66066,24.09101,197,闊葉樹林型,,生產性人工林,0.455987,45.55641142
120.66245,24.08889,198,闊葉樹林型,,生產性人工林,0.152119,32.24033079
120.66011,24.08799,199,闊葉樹林型,,生產性人工林,0.220313,153.0439513
120.65703,24.08823,200,闊葉樹林型,,生產性人工林,0.640683,178.5086236
120.65356,24.09315,201,闊葉樹林型,,生產性人工林,0.804608,115.1431922
120.65132,24.09382,202,闊葉樹林型,,生產性人工林,0.804608,118.8871117
121.36369,24.81118,203,竹林,2211,生產性人工林,269.586,0
121.368,24.81236,204,竹林,2211,生產性人工林,269.586,0
121.36962,24.813,205,針闊葉樹混淆,2211,生產性人工林,448.869,0.736320199
121.37158,24.81549,206,竹林,2211,生產性人工林,269.586,0
121.37558,24.8202,207,竹林,2211,生產性人工林,269.586,1.002812261
121.37943,24.82104,208,闊葉樹林型,2222,原生林,2116.27,0
121.38258,24.82532,209,竹林,2211,生產性人工林,9086.67,0
121.38631,24.81256,210,竹林,2211,生產性人工林,13139.1,0
121.37883,24.81319,211,竹闊混淆林,2211,生產性人工林,9119.5,4.113028148
121.52057,25.12999,212,闊葉樹林型,,經改造天然林,43.3641,0
121.51904,25.12806,213,闊葉樹林型,,經改造天然林,43.3641,0
121.51931,25.12602,214,闊葉樹林型,,經改造天然林,43.3641,0
121.52024,25.12446,215,闊葉樹林型,,經改造天然林,43.3641,0
121.51711,25.12457,216,闊葉樹林型,,經改造天然林,43.3641,0.468844034
121.51681,25.12615,217,闊葉樹林型,,經改造天然林,15.3993,0
121.51761,25.1276,218,闊葉樹林型,,經改造天然林,15.3993,0
121.51814,25.13077,219,闊葉樹林型,,經改造天然林,43.3641,0
121.48966,25.07926,220,闊葉樹林型,,生產性人工林,0.466403,559.9097113
121.49131,25.08146,221,闊葉樹林型,,生產性人工林,0.466403,592.7274932
121.48736,25.08378,222,闊葉樹林型,,生產性人工林,0.143521,294.1608744
121.48912,25.08829,223,闊葉樹林型,,生產性人工林,0.143521,639.4274516
121.49353,25.08651,224,闊葉樹林型,,生產性人工林,0.143521,953.8732079
121.4941,25.08439,225,闊葉樹林型,,生產性人工林,0.466403,778.7193882
120.95305,24.53446,226,闊葉樹林型,1100,原生林,369060,1.114238173
120.9538,24.53764,227,闊葉樹林型,2221,經改造天然林,954.47,0
120.95195,24.53938,228,針闊葉樹混淆,2211,生產性人工林,103.541,3.410624355
120.94957,24.54101,229,闊葉樹林型,2221,經改造天然林,1533.24,4.199349837
120.95068,24.54282,230,針闊葉樹混淆,2211,生產性人工林,2468.55,0
120.94795,24.54276,231,針葉樹林型,2211,生產性人工林,65.4829,0
120.84254,24.57303,232,闊葉樹林型,,生產性人工林,8971.7,298.3544011
120.84312,24.57653,233,闊葉樹林型,,生產性人工林,8971.7,369.7347429
120.84331,24.58027,234,闊葉樹林型,,經改造天然林,1717.9,257.5140489
120.84347,24.58319,235,闊葉樹林型,,經改造天然林,1379.89,49.19690196
120.8418,24.58569,236,闊葉樹林型,,經改造天然林,1379.89,171.5162155
120.83809,24.5877,237,闊葉樹林型,,經改造天然林,1379.89,416.3585079
120.83447,24.58965,238,闊葉樹林型,,經改造天然林,1379.89,81.69397299
120.83116,24.59015,239,闊葉樹林型,,經改造天然林,1379.89,125.6523683
120.82536,24.59331,240,闊葉樹林型,,生產性人工林,8971.7,10.8970663
120.53382,22.95417,241,闊葉樹林型,,經改造天然林,2558.7,68.73203083
120.53545,22.95857,242,闊葉樹林型,,經改造天然林,2558.7,184.4014222
120.53739,22.96006,243,闊葉樹林型,,經改造天然林,2558.7,287.1927977
120.54076,22.95916,244,闊葉樹林型,,經改造天然林,2558.7,84.56538073
120.5422,22.96057,245,闊葉樹林型,,經改造天然林,2558.7,92.42430477
120.55343,22.96249,246,竹林,2221,經改造天然林,108.153,74.31472496
120.55872,22.96091,247,闊葉樹林型,2221,經改造天然林,213771,15.39368622
121.48847,25.04667,248,闊葉樹林型,,生產性人工林,0.128512,769.6892975
121.48411,25.04864,249,闊葉樹林型,,生產性人工林,0.316055,704.6195638
121.48137,25.05218,250,闊葉樹林型,,生產性人工林,0.206445,440.3188141
121.47957,25.05561,251,闊葉樹林型,,生產性人工林,0.138091,251.2198401
121.47717,25.06052,252,闊葉樹林型,,生產性人工林,0.535435,349.6567916
121.47577,25.06362,253,闊葉樹林型,,生產性人工林,0.178957,247.2776255
121.47376,25.06364,254,闊葉樹林型,,生產性人工林,0.178957,371.2348066
121.47272,25.06549,255,闊葉樹林型,,生產性人工林,0.178957,364.3923048
121.45408,25.09814,256,闊葉樹林型,,經改造天然林,365.401,318.0179884
121.45207,25.09799,257,闊葉樹林型,,經改造天然林,365.401,147.7260006
121.4518,25.09577,258,闊葉樹林型,,經改造天然林,365.401,358.3648224
121.45428,25.09496,259,闊葉樹林型,,經改造天然林,365.401,548.3778189
121.45335,25.09187,260,闊葉樹林型,,經改造天然林,365.401,710.0292342
121.45259,25.09013,261,闊葉樹林型,,經改造天然林,365.401,809.8274217
121.45097,25.08896,262,闊葉樹林型,,經改造天然林,365.401,740.7571087
121.45016,25.09064,263,闊葉樹林型,,經改造天然林,365.401,577.8151187
121.45409,24.94487,264,闊葉樹林型,2221,經改造天然林,103298,0
121.45582,24.94599,265,闊葉樹林型,2221,經改造天然林,213771,0
121.45771,24.94682,266,闊葉樹林型,2221,經改造天然林,103298,0
121.45956,24.94773,267,闊葉樹林型,2221,經改造天然林,213771,0
121.46206,24.94738,268,闊葉樹林型,2221,經改造天然林,103298,0
121.46351,24.94886,269,闊葉樹林型,2221,經改造天然林,103298,0
120.23761,22.9405,270,闊葉樹林型,,生產性人工林,23.3002,55.40861501
120.23878,22.94169,271,闊葉樹林型,,生產性人工林,23.3002,53.29285988
120.23983,22.94303,272,闊葉樹林型,,生產性人工林,23.3002,99.29474874
120.24078,22.94408,273,闊葉樹林型,,生產性人工林,23.3002,228.8533957
120.24128,22.94528,274,闊葉樹林型,,生產性人工林,23.3002,241.1616603
120.24178,22.94664,275,闊葉樹林型,,生產性人工林,23.3002,248.9927882
120.24147,22.94789,276,闊葉樹林型,,生產性人工林,23.3002,231.1251785
120.24097,22.94914,277,闊葉樹林型,,生產性人工林,23.3002,280.2132285
120.24158,22.95083,278,闊葉樹林型,,生產性人工林,21.5679,389.8236773
120.24142,22.95264,279,闊葉樹林型,,生產性人工林,21.5679,289.69527
120.56988,23.02052,280,闊葉樹林型,2221,經改造天然林,103298,46.76107237
120.56944,23.02228,281,闊葉樹林型,2221,經改造天然林,103298,26.84365466
120.56912,23.02382,282,闊葉樹林型,2221,經改造天然林,46290.7,0
120.57129,23.0217,283,闊葉樹林型,2221,經改造天然林,103298,0
120.57238,23.02381,284,闊葉樹林型,2221,經改造天然林,46290.7,66.85476501
120.57333,23.02485,285,竹林,,經改造天然林,3231.53,53.22293142
120.57058,23.02442,286,竹闊混淆林,2211,生產性人工林,2286.28,0
120.57222,23.02779,287,竹林,2211,生產性人工林,16093.4,0
121.55744,24.97881,288,闊葉樹林型,,原生林,3208.01,284.3790216
121.55894,24.98028,289,竹林,,經改造天然林,0.331338,413.5555419
121.56144,24.97994,290,竹林,,經改造天然林,4.07808,260.3311688
121.56369,24.98097,291,竹林,,經改造天然林,4.07808,246.8315586
121.56586,24.98142,292,竹林,,經改造天然林,0.484207,213.1546293
121.56806,24.98111,293,竹林,,經改造天然林,0.484207,144.6788475
121.57025,24.98206,294,竹林,,經改造天然林,0.484207,357.9560089
121.57189,24.986,295,竹林,,經改造天然林,0.527963,537.5244135
121.57192,24.98778,296,竹林,,經改造天然林,0.290568,463.4711929
121.57228,24.99092,297,竹林,,經改造天然林,0.290568,195.0945713
121.5725,24.99308,298,竹林,,經改造天然林,37.8174,149.8377555
121.57319,24.99525,299,竹林,,經改造天然林,36.7844,128.0753097
121.57522,24.99681,300,竹林,,經改造天然林,36.7844,162.1329376
121.57619,24.99864,301,竹林,,經改造天然林,2.40734,164.8129995
121.57836,24.99944,302,竹林,,經改造天然林,3.9597,133.3677599
121.58075,24.99942,303,竹林,,經改造天然林,0.441816,203.7102808
121.57628,24.96992,304,闊葉樹林型,,原生林,3208.01,0
121.57597,24.96828,305,闊葉樹林型,,原生林,3208.01,9.654377944
121.57747,24.96808,306,闊葉樹林型,,經改造天然林,42.2977,10.31236239
121.57881,24.97019,307,竹林,,生產性人工林,203.755,0
121.58003,24.97128,308,闊葉樹林型,,原生林,3208.01,17.16592004
121.57942,24.97325,309,闊葉樹林型,,原生林,3208.01,0
120.45728,23.84502,310,針葉樹林型,,生產性人工林,0.309275,7.062997117
120.45785,23.84105,311,闊葉樹林型,,生產性人工林,0.231706,16.38891188
120.45479,23.84077,312,闊葉樹林型,,生產性人工林,0.385239,161.157146
120.45498,23.83871,313,闊葉樹林型,,生產性人工林,0.432447,121.3477735
120.45882,23.83727,314,闊葉樹林型,,生產性人工林,0.231706,260.9133142
120.4544,23.83457,315,闊葉樹林型,,生產性人工林,0.432447,468.5592882
120.45701,23.83329,316,闊葉樹林型,,生產性人工林,0.432447,569.0193495
120.45323,23.8318,317,闊葉樹林型,,生產性人工林,0.432447,797.6106052
120.46258,23.83793,318,闊葉樹林型,,生產性人工林,0.231706,515.4976505
121.52487,25.18947,319,闊葉樹林型,2221,經改造天然林,213771,0
121.52446,25.19135,320,闊葉樹林型,2221,經改造天然林,213771,0
121.52478,25.19334,321,闊葉樹林型,2221,經改造天然林,213771,0
121.5235,25.19489,322,闊葉樹林型,2221,經改造天然林,213771,0
121.52214,25.19638,323,闊葉樹林型,2221,經改造天然林,213771,0
121.52119,25.19807,324,闊葉樹林型,2221,經改造天然林,213771,0
121.75369,24.6815,325,闊葉樹林型,,生產性人工林,0.176639,352.1507344
121.75372,24.68327,326,闊葉樹林型,,生產性人工林,0.176639,546.095134
121.75176,24.68388,327,闊葉樹林型,,生產性人工林,0.176639,608.6401792
121.75017,24.68291,328,竹林,,生產性人工林,1.48287,520.7433616
121.74979,24.68483,329,竹林,,生產性人工林,1.48287,437.564986
121.75201,24.68604,330,竹林,,生產性人工林,1.48287,632.4880469
121.75379,24.68509,331,闊葉樹林型,,生產性人工林,0.176639,747.0947184
121.75547,24.68428,332,闊葉樹林型,,生產性人工林,0.176639,699.2906275
121.75701,24.68274,333,闊葉樹林型,,生產性人工林,0.176639,630.4874952
121.75584,24.68121,334,闊葉樹林型,,生產性人工林,0.176639,424.9758181
120.68333,24.03333,335,闊葉樹林型,,經改造天然林,1789.38,192.2280689
120.69411,24.04306,336,闊葉樹林型,,經改造天然林,997.041,6.46354794
120.6961,24.04235,337,闊葉樹林型,,經改造天然林,997.041,6.160008473
120.6986,24.04154,338,闊葉樹林型,,經改造天然林,997.041,12.8899964
120.70069,24.04154,339,闊葉樹林型,,經改造天然林,997.041,66.89975336
120.70312,24.04211,340,闊葉樹林型,,經改造天然林,2465.49,36.08980832
120.69583,24.04005,341,闊葉樹林型,2221,經改造天然林,213771,186.4571352
120.69445,24.04597,342,竹林,,生產性人工林,801.96,10.45230067
120.37411,23.90143,343,闊葉樹林型,,生產性人工林,0.203941,124.565637
120.37297,23.90411,344,闊葉樹林型,,生產性人工林,1.40807,189.1418123
120.36997,23.9043,345,闊葉樹林型,,生產性人工林,1.40807,336.2037068
120.36505,23.90398,346,闊葉樹林型,,生產性人工林,0.17769,249.931779
120.36542,23.90194,347,闊葉樹林型,,生產性人工林,0.240077,101.3782452
120.36468,23.89718,348,竹林,,生產性人工林,0.261495,91.00312862
120.36612,23.89442,349,竹林,,生產性人工林,0.261495,177.1009261
120.37089,23.89571,350,闊葉樹林型,,生產性人工林,0.92965,6.446659042
120.37278,23.89501,351,闊葉樹林型,,生產性人工林,1.24743,26.14219675
120.37419,23.89748,352,闊葉樹林型,,生產性人工林,0.234051,72.27973331
121.53818,25.02892,353,竹林,,經改造天然林,0.852626,1821.273537
121.54119,25.02838,354,竹林,,經改造天然林,0.852626,1568.483132
121.54324,25.0258,355,竹林,,經改造天然林,0.852626,1217.697699
121.54533,25.02631,356,竹林,,經改造天然林,0.852626,1132.183804
121.54612,25.02942,357,竹林,,經改造天然林,1.12934,1201.151011
121.54864,25.03085,358,竹林,,經改造天然林,1.12934,1071.552832
121.54337,25.03115,359,竹林,,經改造天然林,1.12934,1535.295245
121.53947,25.03122,360,竹林,,經改造天然林,1.12934,1894.655455
121.53482,25.03103,361,竹林,,經改造天然林,5.93842,1883.884088
121.53628,25.02765,362,竹林,,經改造天然林,5.93842,1738.828801
121.55475,24.00655,363,闊葉樹林型,2221,經改造天然林,17009.5,0
121.55236,24.00712,364,闊葉樹林型,2221,經改造天然林,103298,0.898366116
121.55062,24.00858,365,闊葉樹林型,2221,經改造天然林,17009.5,0
121.5489,24.01075,366,竹闊混淆林,2211,生產性人工林,13227.2,0
121.55184,24.01002,367,闊葉樹林型,2221,經改造天然林,17009.5,2.872944048
121.55515,24.00994,368,闊葉樹林型,2221,經改造天然林,213771,0
121.5505,24.01322,369,竹闊混淆林,2212,保護性人工林,1147.36,33.85877245
121.55393,24.01214,370,竹闊混淆林,2211,生產性人工林,8297.7,0
121.49212,25.14341,371,闊葉樹林型,,經改造天然林,27.8888,192.5840507
