"樣區編號","樣區名稱","樣點編號","TWD97_X","TWD97_Y","年"
"MA-E22-05","蘆籐坪","5","212168","2582316",2023
"MA-E22-07","馬頭山路口公車站","5","209794","2579858",2023
"MA-E22-08","九恭崎腳","2","212638","2577334",2023
"MA-E22-08","九恭崎腳","6","213312","2576795",2023
"MA-E22-09","長枝坑溪","3","209186","2573693",2023
"MA-E22-09","長枝坑溪","4","209410","2573629",2023
"MA-E22-09","長枝坑溪","5","209558","2573452",2023
"MA-E22-10","第三莊公車站","3","205618","2569931",2023
"MA-E22-11","公興國小","3","212646","2590853",2023
"MA-E22-12","麻竹湖吊橋","4","213449","2574960",2023
"MA-E22-13","奉龍谷瀑布","5","210768","2573018",2023
"MA-F23-04","七坑溫泉","3","223044","2554659",2023
"MA-F24-02","31林班","4","210206","2552193",2023
"MA-F24-03","34林班","1","207139","2549486",2023
"MA-F24-04","47,49林班","3","209201","2538709",2023
"MA-F24-10","月光山","1","203175","2535811",2023
"MA-F25-01","大津瀑布(慈津保宮)","4","213258","2528899",2023
"MA-F25-06","往佳暮","1","220729","2517906",2023
"MA-F25-08","枋山溪管制站","7","223081","2463930",2023
"MA-F25-10","丹路","2","223996","2455438",2023
"MA-F25-11","竹坑","3","220264","2451197",2023
"MA-F26-01","墾丁苗圃","2","230136","2428382",2023
"MA-F26-01","墾丁苗圃","6","230083","2428768",2023
"MA-F26-06","恆春事業區第57林班","4","233839","2445032",2023
"MA-G27-09","安通越嶺古道","1","288657","2575170",2023
"MA-G27-09","安通越嶺古道","5","288308","2576000",2023
"MA-G27-09","安通越嶺古道","6","288169","2575781",2023
"MA-G28-01","木瓜山8林班","3","304985","2656305",2023
"MA-G28-04","林田山144林班","3","309303","2643377",2023
"MA-G28-06","月眉208卡箱","1","307295","2640471",2023
"MA-G28-06","月眉208卡箱","6","306837","2640233",2023
"MA-G28-10","原荖腦山東南方","6","296104","2637093",2023
"MA-G29-02","三棧溪","2","310798","2667236",2023
"MA-G29-05","克寶山","7","326070","2687978",2023
"MA-H31-01","大武1林班麻林道","3","243389","2499059",2023
"MA-H31-01","大武1林班麻林道","4","243600","2499131",2023
"MA-H31-03","大武21林班金崙溪流域","3","239449","2490496",2023
"MA-H31-05","大武30林班","3","235556","2480728",2023
"MA-H31-09","大武44林班加拉板溪","3","235854","2472950",2023
"MA-H31-09","大武44林班加拉板溪","4","236002","2473074",2023
"MA-H31-10","保安林2520","6","235495","2468936",2023
"MA-H32-06","台東8林班","1","253506","2519886",2023
"MA-H32-08","台東30林班","4","254226","2515796",2023
"MA-H32-08","台東30林班","5","254394","2515670",2023
"MA-H32-08","台東30林班","6","254179","2515129",2023
"MA-H32-09","台東31林班知本林道","2","249535","2512164",2023
"MA-H32-09","台東31林班知本林道","5","250257","2511245",2023
"MA-H32-10","月娘坡","3","251737","2509743",2023
"MA-H33-01","龍泉","3","268310","2562734",2023
"MA-H33-01","龍泉","4","268388","2562954",2023
"MA-H33-11","鸞山松林","6","268426","2534141",2023
"MA-H33-12","寶華","4","269524","2540716",2023
"MA-H33-12","寶華","6","270031","2540129",2023
"MA-H33-12","寶華","7","269445","2539852",2023
"MA-H33-13","電光日出","7","269308","2546701",2023
"MA-H33-14","富興山棕寮","4","273227","2552061",2023
"MA-H33-14","富興山棕寮","7","274143","2551927",2023
"MA-H33-14","富興山棕寮","8","274279","2551476",2023
"MA-H33-15","台東縣內本鹿古道※","3","253568","2530206",2023
"MA-H34-01","成功事業區13林班","2","279577","2540399",2023
"MA-H34-02","成功事業區37林班","1","282121","2545503",2023
"MA-H34-05","成功事業區32林班","3","277917","2555158",2023
"MA-H34-06","成功事業區40林班","1","284907","2558176",2023
"MA-H34-06","成功事業區40林班","2","285137","2558299",2023
"MA-H34-06","成功事業區40林班","4","285525","2558363",2023
"MA-H34-06","成功事業區40林班","6","285975","2558454",2023
"MA-H34-08","成功事業區47林班","1","287832","2570545",2023
"MA-H34-08","成功事業區47林班","2","288352","2570411",2023
"MA-H34-08","成功事業區47林班","4","289145","2569548",2023
"MA-H34-09","成功事業區49林班","1","289112","2573000",2023
"MA-H34-09","成功事業區49林班","2","289270","2572785",2023
"MA-H34-10","成功事業區52林班","4","293562","2580559",2023
"MA-H34-10","成功事業區52林班","6","294051","2580794",2023
"MA-H34-12","成功事業區61林班","2","296726","2591472",2023
"MB-A01-03","明池","5","297014","2726548",2023
"MB-A01-03","明池","8","297263","2727038",2023
"MB-C10-01","台8線72k","6","271125","2682688",2023
"MB-C10-05","台8線100k","1","277759","2680580",2023
"MB-C10-09","甲區38林班","2","282184","2693550",2023
"MB-C10-09","甲區38林班","5","281944","2693176",2023
"MB-C10-11","甲區43林班","4","282950","2694051",2023
"MB-C11-05","鳶嘴山","6","245570","2681470",2023
"MB-C11-11","大雪山210林道B※","4","247849","2682592",2023
"MB-D14-02","二分所","1","253790","2630763",2023
"MB-D14-02","二分所","5","254450","2630655",2023
"MB-D15-06","巒大89林班","4","241068","2622473",2023
"MB-D15-06","巒大89林班","6","241434","2622263",2023
"MB-D18-06","杉林溪(分站)","1","229364","2615454",2023
"MB-E20-04","台18-4(98K)","2","235473","2597073",2023
"MB-E20-09","塔山步道","5","230421","2603237",2023
"MB-E22-01","龍美","3","213418","2589206",2023
"MB-E22-01","龍美","4","213473","2588947",2023
"MB-F23-08","藤枝遊樂區","3","225323","2552134",2023
"MB-F24-01","瑪雅","3","220562","2571657",2023
"MB-F25-05","霧台阿禮B","4","225530","2513136",2023
"MB-H32-07","台東縣大武山雙鬼湖利嘉林道※","2","250852","2526047",2023
"MB-H33-02","錦屏林道","8","266328","2561053",2023
"MB-H33-06","紅石林道","2","263910","2551879",2023
"MB-H33-16","南部橫貫公路 1687","4","252406","2567696",2023
"MC-E20-05","鹿林前山","5","237815","2596465",2023
"MA-A02-03","羅區66林班","6","323348","2724770",2023
"MA-A02-07","宜蘭縣猴猴坑※","4","337891","2715743",2023
"MA-A02-08","寒溪","4","319083","2720049",2023
"MA-B06-01","1329區外保安林","5","236628","2705325",2023
"MA-B07-07","大溪事業區43林班","2","291491","2727438",2023
"MA-C12-12","水底寮","3","231089","2670866",2023
"MA-D14-01","孫海橋","2","250493","2631204",2023
"MA-D14-07","巒大25林班","10","241348","2634528",2023
"MA-D14-09","巒大61林班","1","239699","2629121",2023
"MA-D18-02","阿里山63林班林北大坑","5","212474","2628080",2023
"MA-E21-10","瑞里","3","214956","2603544",2023
"MA-E21-11","瑞峰","1","215897","2607268",2023
"MA-E22-03","隙頂國小草山分校","3","213192","2585241",2023
"MA-E22-04","山麻湖公車站","4","210645","2583519",2023
"MA-E22-07","馬頭山路口公車站","2","210050","2580553",2023
"MA-E22-07","馬頭山路口公車站","3","209959","2580337",2023
"MA-E22-07","馬頭山路口公車站","4","209824","2580097",2023
"MA-E22-08","九恭崎腳","4","213075","2577138",2023
"MA-E22-10","第三莊公車站","6","206008","2569442",2023
"MA-E22-11","公興國小","1","212386","2591530",2023
"MA-F23-04","七坑溫泉","6","222502","2554835",2023
"MA-F23-09","扇平林道","1","215110","2539754",2023
"MA-F24-04","47,49林班","2","208990","2539299",2023
"MA-F24-08","46林班","1","207504","2537488",2023
"MA-F24-08","46林班","6","207651","2538798",2023
"MA-F24-11","內門區東勢埔","5","196807","2537001",2023
"MA-F24-14","中壽山","3","174758","2505947",2023
"MA-F25-04","三地門園區","1","215277","2511711",2023
"MA-F25-04","三地門園區","4","216812","2511296",2023
"MA-F25-04","三地門園區","6","217488","2510950",2023
"MA-F25-06","往佳暮","3","220364","2518580",2023
"MA-F25-10","丹路","1","224069","2455630",2023
"MA-F25-10","丹路","9","224207","2455864",2023
"MA-F26-01","墾丁苗圃","4","230310","2428807",2023
"MA-F26-01","墾丁苗圃","5","230038","2428568",2023
"MA-F26-05","恆春事業區第13林班","1","227277","2449661",2023
"MA-F26-05","恆春事業區第13林班","3","227176","2450113",2023
"MA-F26-05","恆春事業區第13林班","4","226947","2450151",2023
"MA-G27-05","阿眉溪","2","284793","2571418",2023
"MA-G27-05","阿眉溪","3","284682","2571575",2023
"MA-G27-06","台23線","2","279048","2557324",2023
"MA-G27-08","長良","2","275202","2573111",2023
"MA-G27-09","安通越嶺古道","2","288586","2575415",2023
"MA-G28-05","嶺頂路207","3","308132","2639544",2023
"MA-G28-05","嶺頂路207","5","307864","2639248",2023
"MA-G28-12","楓林步道","3","305396","2651962",2023
"MA-H31-01","大武1林班麻林道","6","243905","2499416",2023
"MA-H31-03","大武21林班金崙溪流域","2","239309","2490338",2023
"MA-H31-10","保安林2520","3","235352","2468618",2023
"MA-H32-09","台東31林班知本林道","6","250499","2511105",2023
"MA-H32-10","月娘坡","2","251783","2510051",2023
"MA-H33-05","新武海棗保護區","4","261291","2559667",2023
"MA-H33-05","新武海棗保護區","5","260670","2559616",2023
"MA-H33-15","台東縣內本鹿古道※","6","252887","2530120",2023
"MA-H34-03","成功事業區28林班","4","275442","2549972",2023
"MA-H34-05","成功事業區32林班","2","277593","2555310",2023
"MA-H34-10","成功事業區52林班","2","293075","2580570",2023
"MB-A01-03","明池","1","296494","2726348",2023
"MB-B06-09","司馬限山","1","245864","2700233",2023
"MB-B06-10","二本松","2","249532","2699908",2023
"MB-B06-12","馬拉邦山","8","240400","2695607",2023
"MB-C11-02","220林道","1","249461","2683934",2023
"MB-C11-07","船形山苗圃","6","250891","2683511",2023
"MB-C11-11","大雪山210林道B※","6","248000","2683317",2023
"MB-C12-02","540林道停車場","6","248398","2691533",2023
"MB-C12-11","580林道","1","248400","2694909",2023
"MB-C12-11","580林道","5","249018","2695219",2023
"MB-D14-08","巒大42林班","5","248081","2629712",2023
"MB-D14-08","巒大42林班","7","248376","2629292",2023
"MB-D15-04","台大實驗林內，近123、 124林班","2","240105","2615013",2023
"MB-D15-04","台大實驗林內，近123、 124林班","4","240473","2614926",2023
"MB-D16-08","長興林道7K","2","242791","2667451",2023
"MB-E20-04","台18-4(98K)","6","236370","2597235",2023
"MB-F23-08","藤枝遊樂區","4","225367","2552320",2023
"MB-G28-13","磐石（瀧溪山）","5","289134","2658445",2023
"MB-H32-05","台東7林班利嘉林道","3","253237","2522729",2023
"MB-H32-05","台東7林班利嘉林道","6","253560","2522962",2023
"MC-C11-12","小雪山雷達站","3","254445","2687713",2023
