"樣區編號","樣區名稱","樣點編號","TWD97_X","TWD97_Y","年"
"MA-H31-09","大武44林班加拉板溪","4","236002","2473074",2024
"MA-H31-09","大武44林班加拉板溪","5","236197","2473170",2024
"MA-H31-10","保安林2520","2","235147","2468687",2024
"MA-H31-13","安朔段","4","233225","2468618",2024
"MA-H31-15","大武48林班","3","233440","2461341",2024
"MA-H31-15","大武48林班","4","233253","2461210",2024
"MA-H32-08","台東30林班","5","254394","2515670",2024
"MA-H32-08","台東30林班","6","254179","2515129",2024
"MA-H32-09","台東31林班知本林道","2","249535","2512164",2024
"MA-H32-09","台東31林班知本林道","6","250499","2511105",2024
"MA-H33-05","新武海棗保護區","1","262006","2558715",2024
"MA-H33-08","永康廢棄林道","1","260935","2536440",2024
"MA-H33-08","永康廢棄林道","2","260716","2536392",2024
"MA-H33-12","寶華","6","270031","2540129",2024
"MA-H33-14","富興山棕寮","7","274143","2551927",2024
"MA-H33-15","台東縣內本鹿古道※","7","254001","2530027",2024
"MA-H34-01","成功事業區13林班","1","279351","2540397",2024
"MA-H34-01","成功事業區13林班","2","279577","2540399",2024
"MA-H34-04","成功事業區30林班","4","278510","2551117",2024
"MA-H34-08","成功事業區47林班","2","288352","2570411",2024
"MA-H34-08","成功事業區47林班","5","288724","2569212",2024
"MA-H34-09","成功事業區49林班","1","289112","2573000",2024
"MB-A01-03","明池","1","296494","2726348",2024
"MB-A01-03","明池","6","297111","2726731",2024
"MB-C10-09","甲區38林班","2","282184","2693550",2024
"MB-C11-02","220林道","1","249461","2683934",2024
"MB-C11-04","橫嶺山","7","243707","2680817",2024
"MB-C11-11","大雪山210林道B※","10","248366","2684443",2024
"MB-C11-11","大雪山210林道B※","5","247900","2683023",2024
"MB-C11-11","大雪山210林道B※","9","248404","2684178",2024
"MB-D14-02","二分所","5","254450","2630655",2024
"MB-D14-02","二分所","6","254588","2630508",2024
"MB-D14-02","二分所","8","254937","2630340",2024
"MB-D15-04","台大實驗林內，近123、 124林班","4","240473","2614926",2024
"MB-D15-04","台大實驗林內，近123、 124林班","5","240599","2615073",2024
"MB-E20-04","台18-4(98K)","1","235350","2597376",2024
"MB-E20-13","小笠原山(下方平台旁)","5","231454","2599418",2024
"MB-E21-01","芙蓉山","1","223896","2597446",2024
"MB-E22-01","龍美","4","213473","2588947",2024
"MB-E22-01","龍美","6","213652","2588496",2024
"MB-F23-08","藤枝遊樂區","1","225098","2551998",2024
"MB-F23-08","藤枝遊樂區","2","225115","2552245",2024
"MB-F23-08","藤枝遊樂區","3","225323","2552134",2024
"MB-F24-01","瑪雅","4","220514","2571455",2024
"MB-G30-01","西林林道18k+800","4","290298","2634812",2024
"MB-H32-05","台東7林班利嘉林道","1","253032","2523106",2024
"MB-H32-05","台東7林班利嘉林道","6","253560","2522962",2024
"MB-H33-04","霧鹿林道","7","253041","2560852",2024
"MB-H33-06","紅石林道","1","263826","2551587",2024
"MB-H33-06","紅石林道","2","263910","2551879",2024
"MA-A01-02","仁澤A","3","301314","2715672",2024
"MA-A01-02","仁澤A","5","301538","2715507",2024
"MA-A04-01","宜30","2","320721","2744832",2024
"MA-A05-01","和區2林班","2","323627","2690082",2024
"MA-A05-03","和區88林班","6","326197","2691499",2024
"MA-C12-09","安區115林班","5","244128","2691565",2024
"MA-D14-07","巒大25林班","4","241333","2635588",2024
"MA-D14-07","巒大25林班","6","241300","2635253",2024
"MA-D15-05","白不仔溪橋","3","234272","2621875",2024
"MA-D15-05","白不仔溪橋","4","234260","2622182",2024
"MA-D16-01","菩提寺","5","232453","2658912",2024
"MA-D16-06","國姓埔源","1","240483","2661889",2024
"MA-D18-04","勞水坑","4","216099","2616372",2024
"MA-E19-15","龜丹溫泉","7","200542","2558574",2024
"MA-E22-03","隙頂國小草山分校","6","213229","2584509",2024
"MA-F25-01","大津瀑布(慈津保宮)","4","213258","2528899",2024
"MA-F25-02","觀望山","2","219264","2518365",2024
"MA-F25-02","觀望山","3","219050","2518155",2024
"MA-F25-03","沙溪林道","2","216716","2524381",2024
"MA-F25-03","沙溪林道","5","216761","2524825",2024
"MA-F25-08","枋山溪管制站","5","221934","2463714",2024
"MA-F25-10","丹路","1","224069","2455630",2024
"MA-F25-10","丹路","10","224440","2455785",2024
"MA-F25-10","丹路","4","223978","2454988",2024
"MA-F25-11","竹坑","3","220264","2451197",2024
"MA-F25-11","竹坑","4","220471","2451197",2024
"MA-F26-01","墾丁苗圃","5","230038","2428568",2024
"MA-F26-03","59林班-九棚段","4","236795","2446762",2024
"MA-F26-05","恆春事業區第13林班","1","227277","2449661",2024
"MA-F26-05","恆春事業區第13林班","3","227176","2450113",2024
"MA-G27-09","安通越嶺古道","1","288657","2575170",2024
"MA-G28-01","木瓜山8林班","1","304541","2656454",2024
"MA-G28-01","木瓜山8林班","2","304782","2656336",2024
"MA-G28-01","木瓜山8林班","3","304985","2656305",2024
"MA-G28-04","林田山144林班","3","309303","2643377",2024
"MA-G28-04","林田山144林班","4","309201","2643171",2024
"MA-G28-06","月眉208卡箱","2","307472","2640408",2024
"MA-G28-09","原荖腦山東方","8","296222","2637529",2024
"MA-G28-14","花蓮縣龍澗","1","293234","2655397",2024
"MA-G29-05","克寶山","2","325045","2688713",2024
"MA-G29-05","克寶山","4","324015","2689070",2024
"MA-G30-09","縣道193線山興","4","300376","2622798",2024
"MA-G30-11","新社產業道路梳子壩","2","304549","2617742",2024
"MA-H31-02","大武11林班富山產業道路","6","246534","2494429",2024
"MA-H31-04","大武24林班大竹溪流域","5","236331","2482909",2024
"MA-H32-06","台東8林班","2","253636","2519785",2024
"MA-H32-06","台東8林班","5","253567","2519197",2024
"MA-H32-11","19號巡邏箱","4","248633","2505547",2024
"MA-H33-01","龍泉","4","268388","2562954",2024
"MA-H33-07","武陵","1","260698","2541212",2024
"MA-H33-11","鸞山松林","6","268426","2534141",2024
"MA-H33-15","台東縣內本鹿古道※","2","253708","2530359",2024
"MA-H34-03","成功事業區28林班","4","275442","2549972",2024
"MA-H34-04","成功事業區30林班","2","279042","2550770",2024
"MA-H34-06","成功事業區40林班","5","285752","2558469",2024
"MA-H34-07","成功事業區41林班","3","286793","2560796",2024
"MA-H34-07","成功事業區41林班","6","287602","2559967",2024
"MA-H34-08","成功事業區47林班","4","289145","2569548",2024
"MA-H34-09","成功事業區49林班","2","289270","2572785",2024
"MA-H34-09","成功事業區49林班","5","289861","2572432",2024
"MA-H34-10","成功事業區52林班","6","294051","2580794",2024
"MA-H34-11","成功事業區54林班","1","294424","2582756",2024
"MA-H34-11","成功事業區54林班","3","294459","2582346",2024
"MA-H34-11","成功事業區54林班","4","294682","2582284",2024
"MA-H34-12","成功事業區61林班","6","297770","2591322",2024
"MB-A01-03","明池","8","297263","2727038",2024
"MB-B06-11","紅毛山（大坪）","7","249062","2713764",2024
"MB-B08-01","羅山林道(下)","4","266483","2724063",2024
"MB-B08-06","泰崗※","6","280654","2720893",2024
"MB-C11-07","船形山苗圃","6","250891","2683511",2024
"MB-C11-11","大雪山210林道B※","3","247694","2682435",2024
"MB-E20-09","塔山步道","5","230421","2603237",2024
"MB-E21-08","里佳","4","219149","2587889",2024
"MB-E21-08","里佳","5","219193","2588111",2024
"MB-E22-01","龍美","5","213516","2588726",2024
"MC-E20-05","鹿林前山","4","238020","2596710",2024
