"樣區編號","樣區名稱","樣點編號","TWD97_X","TWD97_Y","年"
"MA-F26-05","恆春事業區第13林班","6","227213","2450483",2025
"MA-G27-04","樂合","5","287364","2579707",2025
"MA-G27-06","台23線","4","278670","2557488",2025
"MA-G27-08","長良","5","274756","2572449",2025
"MA-G28-02","北坑","2","306632","2631689",2025
"MA-G28-04","林田山144林班","4","309201","2643171",2025
"MA-G28-06","月眉208卡箱","5","307077","2640031",2025
"MA-G28-06","月眉208卡箱","6","306837","2640233",2025
"MA-G28-14","花蓮縣龍澗","1","293234","2655397",2025
"MA-G29-03","佳民村","2","309444","2660031",2025
"MA-G29-05","克寶山","3","324993","2688369",2025
"MA-G29-07","洛韶","1","299257","2676182",2025
"MA-G29-11","下清水橋(清水斷崖)","2","319797","2679136",2025
"MA-G30-08","八里灣99林班","4","300403","2607741",2025
"MA-G30-09","縣道193線山興","2","300760","2623505",2025
"MA-G30-09","縣道193線山興","3","300516","2623200",2025
"MA-G30-11","新社產業道路梳子壩","6","304695","2616981",2025
"MA-H31-01","大武1林班麻林道","2","243198","2498967",2025
"MA-H31-01","大武1林班麻林道","3","243389","2499059",2025
"MA-H31-01","大武1林班麻林道","6","243905","2499416",2025
"MA-H31-03","大武21林班金崙溪流域","4","239568","2490689",2025
"MA-H31-03","大武21林班金崙溪流域","5","239754","2490799",2025
"MA-H31-11","森永段","4","232267","2461945",2025
"MA-H32-08","台東30林班","2","254065","2515919",2025
"MA-H32-09","台東31林班知本林道","4","249891","2511620",2025
"MA-H32-09","台東31林班知本林道","7","250832","2510961",2025
"MA-H33-01","龍泉","3","268310","2562734",2025
"MA-H33-01","龍泉","5","268610","2562863",2025
"MA-H33-07","武陵","3","260445","2540701",2025
"MA-H33-08","永康廢棄林道","1","260935","2536440",2025
"MA-H33-08","永康廢棄林道","3","260509","2536197",2025
"MA-H33-12","寶華","5","269430","2540311",2025
"MA-H33-13","電光日出","7","269308","2546701",2025
"MA-H33-15","台東縣內本鹿古道※","2","253708","2530359",2025
"MA-H33-15","台東縣內本鹿古道※","6","252887","2530120",2025
"MA-H34-01","成功事業區13林班","4","279878","2540599",2025
"MA-H34-01","成功事業區13林班","5","280069","2540663",2025
"MA-H34-06","成功事業區40林班","4","285525","2558363",2025
"MA-H34-08","成功事業區47林班","5","288724","2569212",2025
"MA-H34-09","成功事業區49林班","1","289112","2573000",2025
"MA-H34-10","成功事業區52林班","4","293562","2580559",2025
"MA-H34-12","成功事業區61林班","2","296726","2591472",2025
"MA-H34-12","成功事業區61林班","3","296978","2591341",2025
"MA-H34-12","成功事業區61林班","4","297242","2591381",2025
"MB-B08-01","羅山林道(下)","6","266601","2724471",2025
"MB-C10-04","台8線92k","5","276776","2680441",2025
"MB-C11-01","菜園林道","4","246628","2680177",2025
"MB-C11-02","220林道","1","249461","2683934",2025
"MB-C11-05","鳶嘴山","6","245570","2681470",2025
"MB-C11-05","鳶嘴山","7","245708","2681622",2025
"MB-C11-11","大雪山210林道B※","6","248000","2683317",2025
"MB-C12-03","540林道鐵門","1","247875","2689733",2025
"MB-C13-10","勢麗仙區76","2","261079","2682496",2025
"MB-C13-10","勢麗仙區76","4","260436","2682807",2025
"MB-D15-04","台大實驗林內，近123、 124林班","1","239962","2615165",2025
"MB-D15-06","巒大89林班","5","241187","2622230",2025
"MB-D17-01","瑞岩溪水管路","2","270709","2667449",2025
"MB-D17-01","瑞岩溪水管路","4","271103","2667788",2025
"MB-D17-01","瑞岩溪水管路","6","271050","2667247",2025
"MB-D17-03","濁水溪區28林班","3","272764","2660126",2025
"MB-D17-04","卓社林道2","3","251568","2644835",2025
"MB-E19-13","高雄縣南橫，檜谷※","1","241772","2573044",2025
"MB-E19-13","高雄縣南橫，檜谷※","7","241585","2573181",2025
"MB-F23-12","小關山林道","4","225207","2558804",2025
"MB-G27-07","中平林道14K","7","277041","2590464",2025
"MB-G29-01","大禹嶺","2","283187","2675314",2025
"MB-G29-01","大禹嶺","4","282296","2674969",2025
"MB-G29-09","花蓮縣關原","1","286766","2674971",2025
"MB-G30-14","西林村","5","291446","2635096",2025
"MB-H31-14","大武39林班","1","225129","2478356",2025
"MB-H32-07","台東縣大武山雙鬼湖利嘉林道※","7","249550","2526543",2025
"MB-H33-02","錦屏林道","8","266328","2561053",2025
"MB-H33-16","南部橫貫公路 1687","4","252406","2567696",2025
"MA-A01-02","仁澤A","3","301314","2715672",2025
"MA-A01-02","仁澤A","5","301538","2715507",2025
"MA-A02-07","宜蘭縣猴猴坑※","9","337692","2716850",2025
"MA-A03-02","北投紗帽山","8","304776","2782236",2025
"MA-A03-04","石碇小格頭","4","313078","2762240",2025
"MA-A05-03","和區88林班","2","326986","2691626",2025
"MA-A05-05","南區82、83林班","1","321166","2702419",2025
"MA-A05-05","南區82、83林班","7","321428","2702123",2025
"MA-C11-03","三叉坑","5","238747","2684700",2025
"MA-D16-03","牽牛坑","4","229879","2660276",2025
"MA-D16-03","牽牛坑","5","229672","2660205",2025
"MA-D16-06","國姓埔源","2","240406","2662076",2025
"MA-E19-15","龜丹溫泉","5","201076","2558614",2025
"MA-E21-10","瑞里","3","214956","2603544",2025
"MA-E22-04","山麻湖公車站","5","210854","2583357",2025
"MA-E22-06","大埔事業區39林班","5","205007","2581636",2025
"MA-E22-08","九恭崎腳","4","213075","2577138",2025
"MA-E22-08","九恭崎腳","6","213312","2576795",2025
"MA-E22-09","長枝坑溪","1","208779","2573891",2025
"MA-E22-09","長枝坑溪","6","209636","2573158",2025
"MA-E22-11","公興國小","4","212933","2590477",2025
"MA-E22-12","麻竹湖吊橋","1","213449","2575570",2025
"MA-E22-13","奉龍谷瀑布","2","210392","2572703",2025
"MA-F23-11","十八羅漢山","4","212882","2538394",2025
"MA-F24-02","31林班","3","210009","2552283",2025
"MA-F24-02","31林班","5","210057","2552036",2025
"MA-F24-07","3,4林班","4","206424","2554094",2025
"MA-F24-07","3,4林班","5","206354","2553336",2025
"MA-F24-08","46林班","6","207651","2538798",2025
"MA-F24-12","南勢坑","2","209819","2542847",2025
"MA-F25-09","往潮39保留地","6","224713","2458434",2025
"MA-F25-11","竹坑","3","220264","2451197",2025
"MA-F25-11","竹坑","5","220683","2451266",2025
"MA-F26-01","墾丁苗圃","6","230083","2428768",2025
"MA-F26-02","恆春事業區第9林班","2","224580","2448880",2025
"MA-F26-03","59林班-九棚段","3","236634","2446637",2025
"MA-F26-03","59林班-九棚段","4","236795","2446762",2025
"MA-F26-07","恆春事業區第39林班","2","231137","2436350",2025
"MA-F26-07","恆春事業區第39林班","4","230163","2436797",2025
"MA-G27-04","樂合","1","288323","2579566",2025
"MA-G28-03","南坑","6","304073","2629910",2025
"MA-G28-04","林田山144林班","7","309406","2643163",2025
"MA-G28-05","嶺頂路207","2","308202","2639766",2025
"MA-G28-05","嶺頂路207","6","307800","2639081",2025
"MA-G28-08","呂華礦場","3","292737","2637415",2025
"MA-G29-05","克寶山","7","326070","2687978",2025
"MA-G29-07","洛韶","6","296849","2677356",2025
"MA-G29-07","洛韶","7","296579","2677693",2025
"MA-G29-10","富世國小","3","314064","2671275",2025
"MA-G29-10","富世國小","6","314217","2671097",2025
"MA-G30-09","縣道193線山興","1","300600","2623645",2025
"MA-H31-01","大武1林班麻林道","1","242992","2499021",2025
"MA-H31-01","大武1林班麻林道","5","243694","2499313",2025
"MA-H32-06","台東8林班","4","253678","2519373",2025
"MA-H32-08","台東30林班","4","254226","2515796",2025
"MA-H32-09","台東31林班知本林道","3","249726","2512003",2025
"MA-H32-09","台東31林班知本林道","5","250257","2511245",2025
"MA-H32-10","月娘坡","2","251783","2510051",2025
"MA-H32-10","月娘坡","3","251737","2509743",2025
"MA-H33-08","永康廢棄林道","5","260115","2536313",2025
"MA-H33-12","寶華","1","268873","2541648",2025
"MA-H33-12","寶華","6","270031","2540129",2025
"MA-H33-14","富興山棕寮","4","273227","2552061",2025
"MA-H33-14","富興山棕寮","7","274143","2551927",2025
"MA-H33-15","台東縣內本鹿古道※","4","253309","2530140",2025
"MA-H34-01","成功事業區13林班","6","280270","2540570",2025
"MA-H34-02","成功事業區37林班","6","282794","2546009",2025
"MA-H34-04","成功事業區30林班","3","278764","2550914",2025
"MA-H34-05","成功事業區32林班","3","277917","2555158",2025
"MA-H34-05","成功事業區32林班","5","278305","2555458",2025
"MA-H34-06","成功事業區40林班","1","284907","2558176",2025
"MA-H34-06","成功事業區40林班","5","285752","2558469",2025
"MA-H34-08","成功事業區47林班","4","289145","2569548",2025
"MA-H34-08","成功事業區47林班","6","289364","2568900",2025
"MA-H34-10","成功事業區52林班","2","293075","2580570",2025
"MA-H34-10","成功事業區52林班","5","293793","2580626",2025
"MA-H34-11","成功事業區54林班","2","294677","2582664",2025
"MA-H34-11","成功事業區54林班","3","294459","2582346",2025
"MA-H34-12","成功事業區61林班","1","296471","2591413",2025
"MB-B06-07","梅園","5","248928","2699371",2025
"MB-B06-10","二本松","1","249213","2699880",2025
"MB-B07-08","大溪事業區44林班","4","293181","2727185",2025
"MB-B08-01","羅山林道(下)","3","266594","2723619",2025
"MB-B08-11","鵝公髻山","5","258269","2723161",2025
"MB-C12-10","580林道-鐵門","5","248470","2694597",2025
"MB-D15-06","巒大89林班","4","241068","2622473",2025
"MB-D17-01","瑞岩溪水管路","3","270892","2667637",2025
"MB-D17-03","濁水溪區28林班","1","272487","2660340",2025
"MB-D17-04","卓社林道2","4","251756","2644014",2025
"MB-E19-13","高雄縣南橫，檜谷※","5","241910","2573333",2025
"MB-E20-04","台18-4(98K)","3","235660","2596905",2025
"MB-E20-13","小笠原山(下方平台旁)","5","231454","2599418",2025
"MB-E21-13","靈岩十八洞","1","219654","2599458",2025
"MB-G27-07","中平林道14K","5","276569","2590348",2025
"MB-G30-14","西林村","1","290835","2634411",2025
"MB-G30-14","西林村","6","291626","2635358",2025
"MC-E20-05","鹿林前山","3","238183","2596951",2025
