"樣區編號","樣區名稱","樣點編號","TWD97_X","TWD97_Y","年"
"MA-E22-02","天馬瀑布","4","210313","2586129",2021
"MA-E22-03","隙頂國小草山分校","3","213192","2585241",2021
"MA-E22-03","隙頂國小草山分校","2","213515","2585418",2021
"MA-E22-05","蘆籐坪","3","212546","2582561",2021
"MA-E22-06","大埔事業區39林班","4","205373","2581469",2021
"MA-E22-06","大埔事業區39林班","1","204912","2581826",2021
"MA-E22-07","馬頭山路口公車站","1","210235","2580735",2021
"MA-E22-07","馬頭山路口公車站","2","210050","2580553",2021
"MA-E22-07","馬頭山路口公車站","5","209794","2579858",2021
"MA-E22-09","長枝坑溪","3","209186","2573693",2021
"MA-E22-10","第三莊公車站","1","205603","2570405",2021
"MA-E22-13","奉龍谷瀑布","3","210553","2572523",2021
"MB-E20-04","台18-4(98K)","3","235660","2596905",2021
"MB-E20-04","台18-4(98K)","4","235880","2596949",2021
"MB-E20-04","台18-4(98K)","5","236114","2597010",2021
"MB-E20-04","台18-4(98K)","6","236370","2597235",2021
"MB-E21-12","森鐵41號隧道","6","225415","2598394",2021
"MB-E21-12","森鐵41號隧道","2","225344","2598984",2021
"MB-E22-01","龍美","2","213762","2588961",2021
"MB-E22-01","龍美","6","213652","2588496",2021
"MC-E20-05","鹿林前山","4","238020","2596710",2021
"MC-E20-05","鹿林前山","6","237352","2596282",2021
"MC-E20-05","鹿林前山","2","238433","2597107",2021
"MA-F23-02","直瀨","3","215578","2552930",2021
"MA-F23-07","花果山","3","217563","2545875",2021
"MA-F23-09","扇平林道","5","214450","2540587",2021
"MA-F24-03","34林班","1","207139","2549486",2021
"MA-F24-04","47,49林班","4","209158","2539162",2021
"MA-F24-06","旗尾","2","197879","2532187",2021
"MA-F24-08","46林班","3","207545","2537932",2021
"MA-F24-08","46林班","4","207754","2538437",2021
"MA-F24-10","月光山","2","203128","2536007",2021
"MA-F24-10","月光山","3","203048","2536205",2021
"MA-F24-14","中壽山","2","174933","2505732",2021
"MA-F24-14","中壽山","4","174466","2506106",2021
"MA-F24-14","中壽山","3","174758","2505947",2021
"MA-F25-01","大津瀑布(慈津保宮)","4","213258","2528899",2021
"MA-F25-01","大津瀑布(慈津保宮)","6","213610","2530952",2021
"MA-F25-04","三地門園區","4","216812","2511296",2021
"MA-F25-04","三地門園區","3","216087","2511617",2021
"MA-F25-08","枋山溪管制站","4","222099","2463902",2021
"MA-F25-08","枋山溪管制站","7","223081","2463930",2021
"MA-F25-10","丹路","3","223954","2455205",2021
"MA-F25-10","丹路","4","223978","2454988",2021
"MA-F25-11","竹坑","3","220264","2451197",2021
"MA-F25-12","壽卡往內文","4","232402","2460522",2021
"MA-F25-12","壽卡往內文","6","233269","2460609",2021
"MA-F25-12","壽卡往內文","1","230850","2460515",2021
"MA-F26-04","國產局接管地射麻裡段","4","230234","2438654",2021
"MA-F26-04","國產局接管地射麻裡段","6","231173","2438674",2021
"MB-F24-01","瑪雅","3","220562","2571657",2021
"MB-F25-05","霧台阿禮B","3","225488","2513511",2021
"MB-F25-05","霧台阿禮B","5","225785","2512940",2021
"MB-F25-05","霧台阿禮B","6","225833","2512751",2021
"MB-F25-05","霧台阿禮B","1","225308","2514462",2021
"MA-G27-08","長良","3","275006","2572931",2021
"MA-G28-01","木瓜山8林班","1","304541","2656454",2021
"MA-G28-05","嶺頂路207","4","307949","2639386",2021
"MA-G28-05","嶺頂路207","1","308278","2639984",2021
"MA-G28-06","月眉208卡箱","2","307472","2640408",2021
"MA-G28-09","原荖腦山東方","7","296313","2637819",2021
"MA-G29-03","佳民村","2","309444","2660031",2021
"MA-G29-03","佳民村","6","309731","2660770",2021
"MA-G29-05","克寶山","1","325761","2688539",2021
"MA-G29-05","克寶山","3","324993","2688369",2021
"MA-G29-07","洛韶","3","298488","2676812",2021
"MA-G30-03","萬榮林道11k+500","2","287266","2624022",2021
"MA-G30-07","光豐公路8k+500","4","300069","2615568",2021
"MA-G30-08","八里灣99林班","3","300424","2608068",2021
"MA-G30-09","縣道193線山興","1","300600","2623645",2021
"MA-G30-09","縣道193線山興","3","300516","2623200",2021
"MA-G30-09","縣道193線山興","6","300324","2622042",2021
"MA-G30-13","縣道193線50k草鼻","1","301491","2627706",2021
"MB-G29-01","大禹嶺","1","283109","2675631",2021
"MB-G29-01","大禹嶺","2","283187","2675314",2021
"MB-G29-01","大禹嶺","5","281935","2674997",2021
"MB-G29-08","卡拉寶山","3","289884","2675386",2021
"MB-G29-08","卡拉寶山","4","289993","2675195",2021
"MB-G29-08","卡拉寶山","7","290299","2675088",2021
"MB-G29-08","卡拉寶山","9","289025","2674479",2021
"MB-G29-09","花蓮縣關原","4","284402","2675787",2021
"MB-G29-09","花蓮縣關原","7","284098","2675712",2021
"MB-G29-09","花蓮縣關原","2","284954","2675887",2021
"MB-G30-01","西林林道18k+800","3","290142","2634951",2021
"MA-H31-01","大武1林班麻林道","1","242992","2499021",2021
"MA-H31-03","大武21林班金崙溪流域","1","240170","2490933",2021
"MA-H31-04","大武24林班大竹溪流域","4","236144","2482793",2021
"MA-H31-05","大武30林班","4","235501","2480514",2021
"MA-H31-05","大武30林班","5","235327","2480366",2021
"MA-H31-06","大武36林班","1","233538","2478609",2021
"MA-H31-09","大武44林班加拉板溪","5","236197","2473170",2021
"MA-H31-09","大武44林班加拉板溪","1","235473","2472717",2021
"MA-H31-11","森永段","5","232182","2462131",2021
"MA-H31-13","安朔段","4","233225","2468618",2021
"MA-H31-15","大武48林班","1","233671","2461757",2021
"MA-H31-15","大武48林班","3","233440","2461341",2021
"MA-H31-15","大武48林班","4","233253","2461210",2021
"MA-H31-15","大武48林班","5","233338","2460950",2021
"MA-H32-02","台東4林班","5","256500","2526840",2021
"MA-H32-02","台東4林班","6","256826","2526782",2021
"MA-H32-02","台東4林班","4","256266","2526874",2021
"MA-H32-06","台東8林班","1","253506","2519886",2021
"MA-H32-06","台東8林班","4","253678","2519373",2021
"MA-H32-06","台東8林班","6","253817","2518911",2021
"MA-H32-08","台東30林班","4","254226","2515796",2021
"MA-H32-08","台東30林班","5","254394","2515670",2021
"MA-H32-08","台東30林班","2","254065","2515919",2021
"MA-H32-09","台東31林班知本林道","3","249726","2512003",2021
"MA-H32-09","台東31林班知本林道","6","250499","2511105",2021
"MA-H32-10","月娘坡","1","251962","2509905",2021
"MA-H33-05","新武海棗保護區","5","260670","2559616",2021
"MA-H33-05","新武海棗保護區","7","259909","2559953",2021
"MA-H33-05","新武海棗保護區","8","259430","2559876",2021
"MA-H33-08","永康廢棄林道","3","260509","2536197",2021
"MA-H33-11","鸞山松林","3","267690","2533374",2021
"MA-H33-11","鸞山松林","5","268320","2533697",2021
"MA-H33-11","鸞山松林","6","268426","2534141",2021
"MA-H33-13","電光日出","7","269308","2546701",2021
"MA-H33-14","富興山棕寮","7","274143","2551927",2021
"MA-H33-14","富興山棕寮","8","274279","2551476",2021
"MA-H33-15","台東縣內本鹿古道","3","253568","2530206",2021
"MA-H33-15","台東縣內本鹿古道","6","252887","2530120",2021
"MA-H34-01","成功事業區13林班","1","279351","2540397",2021
"MA-H34-01","成功事業區13林班","3","279779","2540407",2021
"MA-H34-01","成功事業區13林班","4","279878","2540599",2021
"MA-H34-02","成功事業區37林班","1","282121","2545503",2021
"MA-H34-03","成功事業區28林班","5","275645","2550092",2021
"MA-H34-05","成功事業區32林班","1","277405","2555158",2021
"MA-H34-06","成功事業區40林班","3","285360","2558187",2021
"MA-H34-06","成功事業區40林班","6","285975","2558454",2021
"MA-H34-08","成功事業區47林班","3","288568","2569852",2021
"MA-H34-08","成功事業區47林班","6","289364","2568900",2021
"MA-H34-09","成功事業區49林班","1","289112","2573000",2021
"MA-H34-10","成功事業區52林班","4","293562","2580559",2021
"MA-H34-11","成功事業區54林班","6","295159","2582652",2021
"MA-H34-12","成功事業區61林班","1","296471","2591413",2021
"MA-H34-12","成功事業區61林班","2","296726","2591472",2021
"MB-H31-12","金山段","5","246087","2505445",2021
"MB-H31-14","大武39林班","1","225129","2478356",2021
"MB-H31-14","大武39林班","2","225267","2478526",2021
"MB-H31-14","大武39林班","4","225756","2478636",2021
"MB-H32-05","台東7林班利嘉林道","3","253206","2522703",2021
"MB-H32-05","台東7林班利嘉林道","6","253560","2522962",2021
"MB-H32-07","台東縣大武山雙鬼湖利嘉林道","7","249550","2526543",2021
"MB-H32-07","台東縣大武山雙鬼湖利嘉林道","4","250461","2526191",2021
"MB-H33-06","紅石林道","3","263650","2552110",2021
"MB-H33-16","南部橫貫公路1687","5","252219","2567936",2021
